"","",""
"Abronia","sand verbena","SD(Custer, Fall River)"
"Mertensia lanceolata var. lanceolata","prairie bluebells","SD(Brule, Clay, Corson, Custer, Fall River, Haakon, Harding, Jackson, Lawrence, Meade, Pennington, Stanley)"
"Mertensia oblongifolia","oblongleaf bluebells","SD(Custer, Harding, Lawrence, Pennington)"
"Microsteris","microsteris","SD(Fall River, Lawrence, Meade)"
"Microsteris gracilis","slender phlox","SD(Fall River, Lawrence, Meade)"
"Microsteris gracilis var. gracilis","slender phlox","SD(Fall River, Lawrence, Meade)"
"Microsteris gracilis var. humilior","slender phlox","SD(Fall River, Lawrence, Meade)"
"Mimosa","sensitive plant","SD(Beadle, Brule, Buffalo, Charles Mix, Gregory, Haakon, Hughes, Jones, Lyman, Mellette, Stanley)"
"Mimosa nuttallii","Nuttall's sensitive-briar","SD(Beadle, Brule, Buffalo, Charles Mix, Gregory, Haakon, Hughes, Jones, Lyman, Mellette, Stanley)"
"Mimulus","monkeyflower","SD(Bennett, Brookings, Clay, Codington, Custer, Day, Lawrence, Lincoln, Marshall, Minnehaha, Pennington, Roberts, Todd, Union)"
"Mimulus floribundus","manyflowered monkeyflower","SD(Custer, Pennington)"
"Mimulus glabratus","roundleaf monkeyflower","SD(Lincoln)"
"Mimulus glabratus var. jamesii","James' monkeyflower","SD(Lincoln)"
"Mimulus guttatus","seep monkeyflower","SD(Bennett, Custer, Lawrence, Lincoln, Roberts, Todd)"
"Mimulus ringens","Allegheny monkeyflower","SD(Brookings, Clay, Codington, Day, Lincoln, Marshall, Minnehaha, Union)"
"Mimulus ringens var. ringens","Allegheny monkeyflower","SD(Brookings, Clay, Codington, Day, Lincoln, Marshall, Minnehaha, Union)"
"Minuartia","stitchwort","SD(Custer, Lawrence, Pennington)"
"Minuartia michauxii","Michaux's stitchwort","SD(Custer, Lawrence, Pennington)"
"Minuartia michauxii var. texana","Texas stitchwort","SD(Custer, Lawrence, Pennington)"
"Minuartia rubella","beautiful sandwort","SD(Lawrence, Pennington)"
"Mirabilis","four o'clock","SD(Bon Homme, Brookings, Brule, Buffalo, Charles Mix, Clay, Codington, Custer, Deuel, Fall River, Faulk, Gregory, Hanson, Harding, Hughes, Hutchinson, Jackson, Kingsbury, Lake, Lawrence, Lincoln, Lyman, Marshall, Mellette, Miner, Minnehaha, Pennington, Perkins, Roberts, Sanborn, Spink, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton)"
"Mirabilis hirsuta","hairy four o'clock","SD(Bon Homme, Brookings, Clay, Codington, Custer, Faulk, Harding, Hughes, Hutchinson, Kingsbury, Lawrence, Lincoln, Miner, Pennington, Roberts, Spink, Tripp, Walworth)"
"Mirabilis linearis","narrowleaf four o'clock","SD(Brule, Buffalo, Charles Mix, Custer, Fall River, Gregory, Hanson, Harding, Hughes, Jackson, Lyman, Mellette, Pennington, Perkins, Spink, Stanley, Todd)"
"Mirabilis nyctaginea","heartleaf four o'clock","SD(Bon Homme, Brookings, Buffalo, Charles Mix, Clay, Codington, Deuel, Fall River, Hanson, Harding, Hughes, Hutchinson, Lake, Lawrence, Lincoln, Marshall, Minnehaha, Pennington, Roberts, Sanborn, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton)"
"Moehringia","sandwort","SD(Custer, Lawrence, Pennington, Todd)"
"Moehringia lateriflora","bluntleaf sandwort","SD(Custer, Lawrence, Pennington, Todd)"
"Mollugo","carpetweed","SD(Clay, Fall River, Gregory)"
"Mollugo verticillata","green carpetweed","SD(Clay, Fall River, Gregory)"
"Monarda","beebalm","SD(Brookings, Clay, Codington, Corson, Custer, Day, Deuel, Dewey, Fall River, Gregory, Harding, Lawrence, Lincoln, Marshall, Meade, Mellette, Minnehaha, Pennington, Perkins, Roberts, Todd, Union, Walworth)"
"Monarda fistulosa","wild bergamot","SD(Brookings, Clay, Codington, Corson, Custer, Day, Deuel, Dewey, Fall River, Gregory, Harding, Lawrence, Lincoln, Marshall, Meade, Mellette, Minnehaha, Pennington, Perkins, Roberts, Todd, Union, Walworth)"
"Monarda fistulosa ssp. fistulosa","wild bergamot","SD(Brookings, Clay, Codington, Corson, Custer, Day, Deuel, Dewey, Fall River, Gregory, Harding, Lawrence, Lincoln, Marshall, Meade, Mellette, Minnehaha, Pennington, Perkins, Roberts, Todd, Union, Walworth)"
"Monarda fistulosa ssp. fistulosa var. menthifolia","mintleaf bergamot","SD(Brookings, Custer, Day, Fall River, Harding, Lawrence, Marshall, Meade, Mellette, Pennington, Perkins, Roberts, Todd)"
"Monarda fistulosa ssp. fistulosa var. mollis","wild bergamot","SD(Clay, Codington, Corson, Day, Deuel, Dewey, Gregory, Lincoln, Marshall, Minnehaha, Perkins, Roberts, Todd, Union, Walworth)"
"Monarda pectinata","pony beebalm","SD(Todd)"
"Moneses","single delight","SD(Lawrence, Pennington)"
"Moneses uniflora","single delight","SD(Lawrence, Pennington)"
"Monolepis","povertyweed","SD(Corson, Dewey, Harding, Jackson, Lyman, Pennington, Spink, Stanley)"
"Monolepis nuttalliana","Nuttall's povertyweed","SD(Corson, Dewey, Harding, Jackson, Lyman, Pennington, Spink, Stanley)"
"Morus","mulberry","SD(Brookings, Charles Mix, Clay, Gregory, Union)"
"Morus alba","white mulberry","SD(Brookings, Charles Mix, Clay, Gregory, Union)"
"Muhlenbergia","muhly","SD(Beadle, Bennett, Bon Homme, Brown, Buffalo, Clay, Codington, Corson, Custer, Davison, Day, Fall River, Faulk, Grant, Haakon, Hamlin, Hand, Harding, Hughes, Hutchinson, Jackson, Jerauld, Kingsbury, Lawrence, Lincoln, Meade, Mellette, Miner, Minnehaha, Pennington, Perkins, Roberts, Spink, Stanley, Todd, Tripp, Union, Walworth, Yankton)"
"Muhlenbergia asperifolia","scratchgrass","SD(Brown, Davison, Day, Fall River, Faulk, Hamlin, Hand, Harding, Kingsbury, Minnehaha, Perkins, Spink, Union)"
"Muhlenbergia cuspidata","plains muhly","SD(Beadle, Clay, Corson, Custer, Day, Fall River, Harding, Hutchinson, Jackson, Lawrence, Meade, Mellette, Pennington, Todd, Union)"
"Muhlenbergia filiformis","pullup muhly","SD(Pennington)"
"Muhlenbergia frondosa","wirestem muhly","SD(Clay, Lincoln, Minnehaha, Roberts)"
"Muhlenbergia mexicana","Mexican muhly","SD(Kingsbury, Roberts)"
"Muhlenbergia minutissima","annual muhly","SD(Pennington)"
"Muhlenbergia pungens","sandhill muhly","SD(Bennett)"
"Muhlenbergia racemosa","marsh muhly","SD(Beadle, Bon Homme, Brown, Buffalo, Clay, Codington, Corson, Custer, Day, Fall River, Grant, Haakon, Harding, Hughes, Jerauld, Kingsbury, Lawrence, Miner, Minnehaha, Pennington, Spink, Stanley, Todd, Tripp, Union, Walworth, Yankton)"
"Muhlenbergia richardsonis","mat muhly","SD(Pennington)"
"Muhlenbergia sylvatica","woodland muhly","SD(Clay, Lincoln, Union)"
"Munroa","false buffalograss","SD(Custer, Lawrence, Mellette, Stanley)"
"Munroa squarrosa","false buffalograss","SD(Custer, Lawrence, Mellette, Stanley)"
"Musineon","wildparsley","SD(Brule, Butte, Corson, Custer, Dewey, Fall River, Haakon, Harding, Hughes, Jackson, Lawrence, Lyman, Meade, Mellette, Pennington, Stanley, Todd, Ziebach)"
"Musineon divaricatum","leafy wildparsley","SD(Brule, Butte, Corson, Custer, Dewey, Fall River, Haakon, Harding, Hughes, Jackson, Lyman, Meade, Mellette, Pennington, Stanley, Todd, Ziebach)"
"Musineon tenuifolium","slender wildparsley","SD(Custer, Fall River, Lawrence, Pennington)"
"Myosotis","forget-me-not","SD(Custer, Lawrence, Pennington, Todd)"
"Myosotis scorpioides","true forget-me-not","SD(Lawrence)"
"Myosotis sylvatica","woodland forget-me-not","SD(Custer, Lawrence, Pennington)"
"Myosotis verna","spring forget-me-not","SD(Todd)"
"Myosurus","mousetail","SD(Butte, Kingsbury, Mellette, Sanborn, Spink)"
"Myosurus minimus","tiny mousetail","SD(Butte, Kingsbury, Mellette, Sanborn, Spink)"
"Myriophyllum","watermilfoil","SD(Brookings, Butte, Clark, Corson, Day, Deuel, Faulk, Hughes, Hyde, Marshall, Roberts, Sanborn)"
"Myriophyllum pinnatum","cutleaf watermilfoil","SD(Hyde, Sanborn)"
"Myriophyllum sibiricum","shortspike watermilfoil","SD(Brookings, Butte, Clark, Corson, Day, Deuel, Faulk, Marshall, Roberts)"
"Myriophyllum spicatum","Eurasian watermilfoil","SD(Hughes)"
"Najas","waternymph","SD(Aurora, Brule, Butte, Charles Mix, Codington, Day, Douglas, Hughes, Lincoln, Marshall, Meade, Roberts, Spink, Yankton)"
"Najas flexilis","nodding waternymph","SD(Aurora, Codington, Day, Marshall, Roberts, Spink)"
"Najas guadalupensis","southern waternymph","SD(Brule, Butte, Charles Mix, Douglas, Hughes, Lincoln, Meade, Yankton)"
"Najas guadalupensis ssp. guadalupensis","southern waternymph","SD(Brule, Butte, Charles Mix, Douglas, Hughes, Lincoln, Meade, Yankton)"
"Nassella","needlegrass","SD(Beadle, Bennett, Bon Homme, Brookings, Brule, Campbell, Clay, Codington, Corson, Custer, Day, Douglas, Edmunds, Fall River, Faulk, Gregory, Hanson, Harding, Hughes, Jackson, Jerauld, Lake, Lawrence, Lincoln, Lyman, Marshall, Pennington, Perkins, Spink, Stanley, Sully, Todd, Turner, Union, Walworth)"
"Nassella viridula","green needlegrass","SD(Beadle, Bennett, Bon Homme, Brookings, Brule, Campbell, Clay, Codington, Corson, Custer, Day, Douglas, Edmunds, Fall River, Faulk, Gregory, Hanson, Harding, Hughes, Jackson, Jerauld, Lake, Lawrence, Lincoln, Lyman, Marshall, Pennington, Perkins, Spink, Stanley, Sully, Todd, Turner, Union, Walworth)"
"Nasturtium","yellowcress","SD(Custer, Fall River, Lawrence, Marshall, Minnehaha, Pennington, Todd)"
"Nasturtium officinale","watercress","SD(Custer, Fall River, Lawrence, Marshall, Minnehaha, Pennington, Todd)"
"Navarretia","pincushionplant","SD(Harding)"
"Navarretia intertexta","needleleaf navarretia","SD(Harding)"
"Navarretia intertexta ssp. propinqua","near navarretia","SD(Harding)"
"Neeragrostis","creeping lovegrass","SD(Jerauld, Kingsbury, Spink)"
"Neeragrostis reptans","creeping lovegrass","SD(Jerauld, Kingsbury, Spink)"
"Nepeta","catnip","SD(Aurora, Brookings, Brule, Charles Mix, Clay, Codington, Corson, Douglas, Gregory, Hughes, Hyde, Jerauld, Kingsbury, Lake, Lawrence, Lincoln, Lyman, Meade, Miner, Minnehaha, Roberts, Todd, Tripp, Turner, Union)"
"Nepeta cataria","catnip","SD(Aurora, Brookings, Brule, Charles Mix, Clay, Codington, Corson, Douglas, Gregory, Hughes, Hyde, Jerauld, Kingsbury, Lake, Lawrence, Lincoln, Lyman, Meade, Miner, Minnehaha, Roberts, Todd, Tripp, Turner, Union)"
"Neslia","neslia","SD(Day, Union)"
"Neslia paniculata","ballmustard","SD(Day, Union)"
"Nothocalais","false dandelion","SD(Aurora, Bon Homme, Brookings, Clay, Custer, Davison, Fall River, Harding, Hutchinson, Jackson, Lawrence, Lincoln, Marshall, Minnehaha, Pennington, Union, Yankton)"
"Nothocalais cuspidata","prairie false dandelion","SD(Aurora, Bon Homme, Brookings, Clay, Custer, Davison, Fall River, Harding, Hutchinson, Jackson, Lawrence, Lincoln, Marshall, Minnehaha, Pennington, Union, Yankton)"
"Nuphar","pond-lily","SD(Brookings, Codington, Day, Marshall, Moody, Roberts)"
"Nuphar lutea","yellow pond-lily","SD(Brookings, Codington, Day, Marshall, Moody, Roberts)"
"Nuphar lutea ssp. variegata","varigated yellow pond-lily","SD(Brookings, Codington, Day, Marshall, Moody, Roberts)"
"Nuttallanthus","toadflax","SD(Brookings, Custer, Harding)"
"Nuttallanthus texanus","Texas toadflax","SD(Brookings, Custer, Harding)"
"Oenothera","evening primrose","SD(Beadle, Bennett, Bon Homme, Brookings, Brown, Brule, Buffalo, Butte, Charles Mix, Clay, Codington, Corson, Custer, Day, Deuel, Dewey, Fall River, Faulk, Grant, Gregory, Haakon, Hamlin, Hanson, Harding, Hughes, Hutchinson, Jackson, Lawrence, Lincoln, Lyman, Marshall, McPherson, Meade, Mellette, Minnehaha, Pennington, Perkins, Roberts, Spink, Stanley, Sully, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Oenothera albicaulis","whitest evening primrose","SD(Buffalo, Butte, Corson, Custer, Fall River, Harding, Jackson, Pennington, Stanley, Todd)"
"Oenothera biennis","common evening primrose","SD(Brown, Clay, Codington, Custer, Fall River, Grant, Gregory, Harding, Jackson, Lawrence, Pennington, Roberts, Spink, Stanley, Union, Walworth, Yankton)"
"Oenothera caespitosa","tufted evening primrose","SD(Brule, Custer, Dewey, Fall River, Haakon, Harding, Jackson, Lyman, Meade, Mellette, Pennington)"
"Oenothera caespitosa ssp. caespitosa","tufted evening primrose","SD(Brule, Custer, Dewey, Fall River, Haakon, Harding, Jackson, Lyman, Meade, Mellette, Pennington)"
"Oenothera coronopifolia","crownleaf evening primrose","SD(Custer, Jackson, Pennington)"
"Oenothera curtiflora","velvetweed","SD(Bennett, Butte, Charles Mix, Clay, Fall River, Gregory, Harding, Hughes, Jackson, Lawrence, Lyman, Stanley, Todd, Union)"
"Oenothera laciniata","cutleaf evening primrose","SD(Custer, Harding, Jackson, Lawrence)"
"Oenothera nuttallii","Nuttall's evening primrose","SD(Beadle, Bennett, Brule, Custer, Day, Dewey, Fall River, Gregory, Jackson, Meade, Pennington, Roberts, Sully, Todd, Walworth)"
"Oenothera rhombipetala","fourpoint evening primrose","SD(Bennett, Gregory)"
"Oenothera suffrutescens","scarlet beeblossom","SD(Bon Homme, Brookings, Brule, Butte, Charles Mix, Clay, Codington, Corson, Custer, Day, Dewey, Fall River, Faulk, Gregory, Haakon, Hamlin, Hanson, Harding, Hughes, Hutchinson, Jackson, Lawrence, Lincoln, Lyman, Marshall, McPherson, Meade, Mellette, Minnehaha, Pennington, Perkins, Roberts, Stanley, Sully, Todd, Turner, Union, Walworth, Yankton, Ziebach)"
"Oenothera villosa","hairy evening primrose","SD(Codington, Custer, Deuel, Hanson, Harding, Lawrence, Marshall, Meade, Pennington, Roberts, Tripp, Union)"
"Oenothera villosa ssp. villosa","hairy evening primrose","SD(Codington, Custer, Deuel, Hanson, Harding, Lawrence, Marshall, Meade, Pennington, Roberts, Tripp, Union)"
"Oligoneuron","goldenrod","SD(Bennett, Brown, Brule, Clark, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Douglas, Fall River, Faulk, Grant, Hand, Harding, Hutchinson, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McCook, Meade, Miner, Minnehaha, Pennington, Perkins, Potter, Roberts, Sanborn, Spink, Stanley, Todd, Turner, Walworth, Yankton, Ziebach)"
"Oligoneuron album","prairie goldenrod","SD(Brown, Codington, Custer, Grant, Harding, Lawrence, Minnehaha, Pennington, Roberts, Todd)"
"Oligoneuron rigidum","stiff goldenrod","SD(Bennett, Brown, Brule, Clark, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Douglas, Fall River, Faulk, Grant, Hand, Harding, Hutchinson, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McCook, Meade, Miner, Minnehaha, Pennington, Perkins, Potter, Sanborn, Spink, Stanley, Turner, Walworth, Yankton, Ziebach)"
"Oligoneuron rigidum var. humile","stiff goldenrod","SD(Bennett, Brown, Brule, Clark, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Douglas, Fall River, Faulk, Grant, Hand, Harding, Hutchinson, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McCook, Meade, Miner, Minnehaha, Pennington, Perkins, Potter, Sanborn, Spink, Stanley, Turner, Walworth, Yankton, Ziebach)"
"Onoclea","sensitive fern","SD(Bennett, Custer, Lawrence, Minnehaha, Pennington, Stanley)"
"Onoclea sensibilis","sensitive fern","SD(Bennett, Custer, Lawrence, Minnehaha, Pennington, Stanley)"
"Onosmodium","marbleseed","SD(Beadle, Brookings, Brown, Clay, Codington, Custer, Day, Edmunds, Fall River, Grant, Gregory, Hughes, Lake, Lawrence, Lincoln, Marshall, McCook, Minnehaha, Pennington, Roberts, Sanborn, Stanley, Todd, Tripp, Turner, Union, Yankton)"
"Onosmodium bejariense","soft-hair marbleseed","SD(Beadle, Brookings, Brown, Clay, Codington, Custer, Day, Edmunds, Fall River, Grant, Gregory, Hughes, Lake, Lawrence, Lincoln, Marshall, McCook, Minnehaha, Pennington, Roberts, Sanborn, Stanley, Todd, Tripp, Turner, Union, Yankton)"
"Onosmodium bejariense var. occidentale","western marbleseed","SD(Beadle, Brookings, Brown, Clay, Codington, Custer, Day, Edmunds, Fall River, Grant, Gregory, Hughes, Lake, Lawrence, Lincoln, Marshall, McCook, Minnehaha, Pennington, Roberts, Sanborn, Stanley, Todd, Tripp, Turner, Union, Yankton)"
"Oonopsis","false goldenweed","SD(Fall River)"
"Oonopsis multicaulis","branched false goldenweed","SD(Fall River)"
"Opuntia","pricklypear","SD(Brule, Charles Mix, Corson, Custer, Fall River, Hanson, Harding, Jackson, Minnehaha, Pennington, Sanborn, Stanley, Tripp)"
"Opuntia fragilis","brittle pricklypear","SD(Charles Mix, Custer, Fall River, Hanson, Minnehaha, Pennington, Sanborn, Stanley, Tripp)"
"Opuntia macrorhiza","twistspine pricklypear","SD(Custer, Fall River, Jackson, Pennington, Stanley)"
"Opuntia macrorhiza var. macrorhiza","twistspine pricklypear","SD(Custer, Fall River, Jackson, Pennington, Stanley)"
"Opuntia polyacantha","plains pricklypear","SD(Brule, Corson, Custer, Fall River, Harding, Jackson)"
"Opuntia polyacantha var. polyacantha","hairspine pricklypear","SD(Brule, Corson, Custer, Fall River, Harding, Jackson)"
"Ornithogalum","star of Bethlehem","SD(Clay, Union)"
"Ornithogalum umbellatum","star of Bethlehem","SD(Clay, Union)"
"Orobanche","broomrape","SD(Brookings, Corson, Custer, Fall River, Gregory, Harding, Jackson, Jones, Lawrence, Lyman, Mellette, Pennington, Stanley)"
"Orobanche fasciculata","clustered broomrape","SD(Corson, Custer, Fall River, Gregory, Harding, Jackson, Jones, Lawrence, Pennington, Stanley)"
"Orobanche ludoviciana","Louisiana broomrape","SD(Brookings, Fall River, Gregory, Harding, Jackson, Lyman, Mellette, Pennington)"
"Orobanche ludoviciana ssp. ludoviciana","Louisiana broomrape","SD(Brookings, Fall River, Gregory, Harding, Jackson, Lyman, Mellette, Pennington)"
"Orthilia","orthilia","SD(Custer, Lawrence, Pennington)"
"Orthilia secunda","sidebells wintergreen","SD(Custer, Lawrence, Pennington)"
"Orthocarpus","owl's-clover","SD(Codington, Custer, Day, Dewey, Edmunds, Fall River, Harding, Jackson, Lawrence, McPherson, Meade, Pennington, Perkins)"
"Orthocarpus luteus","yellow owl's-clover","SD(Codington, Custer, Day, Dewey, Edmunds, Fall River, Harding, Jackson, Lawrence, McPherson, Meade, Pennington, Perkins)"
"Oryzopsis","ricegrass","SD(Custer, Lawrence, Meade, Pennington, Roberts)"
"Oryzopsis asperifolia","roughleaf ricegrass","SD(Custer, Lawrence, Meade, Pennington, Roberts)"
"Osmorhiza","sweetroot","SD(Brookings, Buffalo, Clay, Custer, Day, Fall River, Grant, Harding, Lawrence, Lincoln, Marshall, Meade, Minnehaha, Pennington, Roberts, Todd, Union, Yankton, Ziebach)"
"Osmorhiza berteroi","sweetcicely","SD(Custer, Lawrence)"
"Osmorhiza claytonii","Clayton's sweetroot","SD(Clay, Marshall, Roberts, Todd, Union, Yankton)"
"Osmorhiza depauperata","bluntseed sweetroot","SD(Custer, Lawrence)"
"Osmorhiza longistylis","longstyle sweetroot","SD(Brookings, Buffalo, Clay, Custer, Day, Fall River, Grant, Harding, Lawrence, Lincoln, Marshall, Meade, Minnehaha, Pennington, Roberts, Todd, Union, Ziebach)"
"Ostrya","hophornbeam","SD(Bennett, Bon Homme, Custer, Grant, Gregory, Lawrence, Lincoln, Marshall, Meade, Pennington, Roberts, Todd, Yankton)"
"Ostrya virginiana","hophornbeam","SD(Bennett, Bon Homme, Custer, Grant, Gregory, Lawrence, Lincoln, Marshall, Meade, Pennington, Roberts, Todd, Yankton)"
"Oxalis","woodsorrel","SD(Aurora, Beadle, Bon Homme, Brookings, Charles Mix, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Grant, Gregory, Hutchinson, Hyde, Jackson, Lawrence, Lincoln, Lyman, Marshall, McCook, Meade, Minnehaha, Pennington, Perkins, Roberts, Spink, Stanley, Sully, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Oxalis dillenii","slender yellow woodsorrel","SD(Beadle, Corson, Custer, Gregory, Hyde, Jackson, Lawrence, Lyman, McCook, Meade, Pennington, Perkins, Roberts, Spink, Sully, Walworth, Ziebach)"
"Oxalis stricta","common yellow oxalis","SD(Beadle, Bon Homme, Brookings, Clay, Codington, Corson, Day, Grant, Jackson, Lincoln, Minnehaha, Pennington, Perkins, Stanley, Todd, Turner, Union, Yankton)"
"Oxalis violacea","violet woodsorrel","SD(Aurora, Beadle, Brookings, Charles Mix, Clay, Codington, Custer, Davison, Day, Deuel, Hutchinson, Lincoln, Lyman, Marshall, McCook, Minnehaha, Tripp, Union)"
"Oxytropis","locoweed","SD(Aurora, Bennett, Bon Homme, Brown, Brule, Butte, Charles Mix, Clay, Corson, Custer, Davison, Dewey, Edmunds, Fall River, Faulk, Grant, Gregory, Haakon, Hanson, Harding, Hughes, Hutchinson, Hyde, Jackson, Jerauld, Lawrence, Lincoln, Lyman, McCook, Meade, Mellette, Minnehaha, Pennington, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Oxytropis lambertii","purple locoweed","SD(Aurora, Bennett, Bon Homme, Brown, Brule, Butte, Charles Mix, Clay, Corson, Custer, Davison, Dewey, Edmunds, Fall River, Faulk, Grant, Gregory, Haakon, Hanson, Harding, Hughes, Hutchinson, Hyde, Jackson, Jerauld, Lawrence, Lincoln, Lyman, McCook, Meade, Mellette, Minnehaha, Pennington, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Oxytropis lambertii var. lambertii","purple locoweed","SD(Aurora, Bennett, Bon Homme, Brown, Brule, Butte, Charles Mix, Clay, Corson, Custer, Davison, Dewey, Edmunds, Fall River, Faulk, Grant, Gregory, Haakon, Hanson, Harding, Hughes, Hutchinson, Hyde, Jackson, Jerauld, Lawrence, Lincoln, Lyman, McCook, Meade, Mellette, Minnehaha, Pennington, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Oxytropis monticola","yellowflower locoweed","SD(Custer, Lawrence, Mellette, Pennington)"
"Oxytropis sericea","white locoweed","SD(Custer, Fall River, Lawrence, Meade, Pennington)"
"Oxytropis sericea var. sericea","white locoweed","SD(Custer, Fall River, Lawrence, Meade, Pennington)"
"Packera","ragwort","SD(Bennett, Bon Homme, Brookings, Charles Mix, Clay, Codington, Corson, Custer, Day, Dewey, Fall River, Gregory, Haakon, Harding, Hutchinson, Jackson, Lawrence, Lincoln, Lyman, Marshall, McCook, Meade, Mellette, Minnehaha, Pennington, Roberts, Sanborn, Spink, Todd, Tripp, Union, Yankton)"
"Packera cana","woolly groundsel","SD(Bennett, Brookings, Custer, Fall River, Harding, Lawrence, Mellette, Pennington)"
"Packera paupercula","balsam groundsel","SD(Custer, Lawrence, Pennington)"
"Packera plattensis","prairie groundsel","SD(Bennett, Bon Homme, Brookings, Charles Mix, Clay, Codington, Corson, Custer, Day, Dewey, Fall River, Gregory, Haakon, Harding, Hutchinson, Jackson, Lawrence, Lincoln, Lyman, Marshall, McCook, Meade, Mellette, Minnehaha, Pennington, Roberts, Sanborn, Spink, Todd, Tripp, Union, Yankton)"
"Packera pseudaurea","falsegold groundsel","SD(Brookings, Custer, Pennington, Roberts)"
"Packera pseudaurea var. semicordata","falsegold groundsel","SD(Brookings, Custer, Pennington, Roberts)"
"Panax","ginseng","SD(Bon Homme, Clay, Lincoln, Roberts)"
"Panax quinquefolius","American ginseng","SD(Bon Homme, Clay, Lincoln, Roberts)"
"Panicum","panicgrass","SD(Aurora, Beadle, Bennett, Bon Homme, Brookings, Brown, Brule, Buffalo, Butte, Charles Mix, Clark, Clay, Codington, Corson, Custer, Davison, Day, Douglas, Edmunds, Fall River, Faulk, Grant, Gregory, Haakon, Hamlin, Hand, Hanson, Harding, Hughes, Hutchinson, Hyde, Jackson, Jerauld, Jones, Kingsbury, Lake, Lawrence, Lincoln, Lyman, Marshall, McCook, McPherson, Mellette, Miner, Minnehaha, Pennington, Perkins, Roberts, Sanborn, Spink, Stanley, Todd, Union, Walworth, Yankton)"
"Panicum capillare","witchgrass","SD(Aurora, Beadle, Bennett, Bon Homme, Brookings, Brown, Brule, Buffalo, Butte, Charles Mix, Clay, Codington, Corson, Custer, Davison, Day, Douglas, Fall River, Faulk, Gregory, Haakon, Hand, Harding, Hughes, Hutchinson, Hyde, Jackson, Jerauld, Jones, Kingsbury, Lake, Lawrence, Lincoln, Lyman, McCook, Mellette, Miner, Minnehaha, Pennington, Perkins, Roberts, Sanborn, Stanley, Todd, Union, Walworth, Yankton)"
"Panicum dichotomiflorum","fall panicgrass","SD(Hutchinson)"
"Panicum dichotomiflorum var. dichotomiflorum","fall panicgrass","SD(Hutchinson)"
"Panicum miliaceum","proso millet","SD(Brookings, Hughes, Pennington, Spink, Walworth)"
"Panicum miliaceum ssp. miliaceum","broomcorn millet","SD(Brookings, Hughes, Pennington, Spink, Walworth)"
"Panicum virgatum","switchgrass","SD(Bon Homme, Brown, Brule, Charles Mix, Clark, Clay, Codington, Corson, Custer, Davison, Day, Edmunds, Fall River, Faulk, Grant, Gregory, Hamlin, Hand, Hanson, Harding, Hughes, Jerauld, Lawrence, Lincoln, Lyman, Marshall, McPherson, Minnehaha, Pennington, Sanborn, Spink, Stanley, Todd, Union, Walworth)"
"Panicum virgatum var. virgatum","switchgrass","SD(Bon Homme, Brown, Brule, Charles Mix, Clark, Clay, Codington, Corson, Custer, Davison, Day, Edmunds, Fall River, Faulk, Grant, Gregory, Hamlin, Hand, Hanson, Harding, Hughes, Jerauld, Lawrence, Lincoln, Lyman, Marshall, McPherson, Minnehaha, Pennington, Sanborn, Spink, Stanley, Todd, Union, Walworth)"
"Parietaria","pellitory","SD(Buffalo, Charles Mix, Clay, Corson, Gregory, Hanson, Hughes, Lawrence, Lincoln, Marshall, Meade, Minnehaha, Pennington, Roberts, Stanley, Todd, Union, Walworth, Yankton)"
"Parietaria pensylvanica","Pennsylvania pellitory","SD(Buffalo, Charles Mix, Clay, Corson, Gregory, Hanson, Hughes, Lawrence, Lincoln, Marshall, Meade, Minnehaha, Pennington, Roberts, Stanley, Todd, Union, Walworth, Yankton)"
"Parnassia","grass of Parnassus","SD(Lawrence, Pennington)"
"Parnassia palustris","marsh grass of Parnassus","SD(Lawrence, Pennington)"
"Parnassia palustris var. parviflora","smallflower grass of Parnassus","SD(Lawrence, Pennington)"
"Paronychia","nailwort","SD(Bennett, Custer, Fall River, Harding, Lawrence, Meade, Pennington, Perkins)"
"Paronychia depressa","spreading nailwort","SD(Bennett, Custer, Fall River, Lawrence, Meade, Pennington)"
"Paronychia sessiliflora","creeping nailwort","SD(Custer, Harding, Lawrence, Pennington, Perkins)"
"Parthenocissus","creeper","SD(Bon Homme, Brookings, Brule, Buffalo, Charles Mix, Clark, Clay, Codington, Corson, Custer, Day, Deuel, Dewey, Fall River, Gregory, Hamlin, Harding, Jones, Kingsbury, Lawrence, Meade, Mellette, Minnehaha, Pennington, Potter, Stanley, Todd, Tripp, Union, Yankton, Ziebach)"
"Parthenocissus quinquefolia","Virginia creeper","SD(Clay, Gregory, Union, Yankton)"
