"","",""
"Abronia","sand verbena","SD(Custer, Fall River)"
"Carex grisea","inflated narrow-leaf sedge","SD(Clay, Lincoln, Union, Yankton)"
"Carex hallii","deer sedge","SD(Day, Hanson, Roberts)"
"Carex haydenii","Hayden's sedge","SD(Codington, Custer, Pennington)"
"Carex hoodii","Hood's sedge","SD(Lawrence)"
"Carex hystericina","bottlebrush sedge","SD(Beadle, Charles Mix, Clay, Custer, Day, Fall River, Gregory, Hanson, Hutchinson, Lawrence, Lincoln, Marshall, Roberts, Todd, Union)"
"Carex inops","long-stolon sedge","SD(Brookings, Butte, Clay, Custer, Davison, Dewey, Fall River, Harding, Lawrence, McCook, Meade, Pennington, Roberts, Spink, Union)"
"Carex inops ssp. heliophila","sun sedge","SD(Brookings, Butte, Clay, Custer, Davison, Dewey, Fall River, Harding, Lawrence, McCook, Meade, Pennington, Roberts, Spink, Union)"
"Carex interior","inland sedge","SD(Brookings, Lawrence, Pennington, Todd)"
"Carex intumescens","greater bladder sedge","SD(Custer)"
"Carex lacustris","hairy sedge","SD(Day)"
"Carex laeviconica","smoothcone sedge","SD(Aurora, Beadle, Bon Homme, Brookings, Charles Mix, Clay, Faulk, Harding, Kingsbury, Marshall, Spink, Union, Walworth, Yankton)"
"Carex leptalea","bristlystalked sedge","SD(Custer)"
"Carex leptalea ssp. leptalea","bristlystalked sedge","SD(Custer)"
"Carex meadii","Mead's sedge","SD(Brookings, Clay, Codington, McCook, Minnehaha, Roberts, Todd, Union)"
"Carex microptera","smallwing sedge","SD(Corson, Custer, Harding, Lawrence, Mellette, Pennington, Stanley, Walworth)"
"Carex molesta","troublesome sedge","SD(Beadle, Custer, Harding, Hutchinson, Pennington, Union, Yankton)"
"Carex nebrascensis","Nebraska sedge","SD(Custer, Fall River, Lawrence, Meade, Pennington, Todd)"
"Carex obtusata","obtuse sedge","SD(Custer, Pennington)"
"Carex peckii","Peck's sedge","SD(Clay, Custer, Lawrence, Lincoln, Marshall, Meade, Pennington, Roberts)"
"Carex pedunculata","longstalk sedge","SD(Roberts)"
"Carex pellita","woolly sedge","SD(Aurora, Brookings, Charles Mix, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Edmunds, Fall River, Gregory, Hamlin, Hanson, Harding, Hutchinson, Lawrence, Lincoln, Marshall, Meade, Pennington, Roberts, Spink, Todd, Union, Yankton)"
"Carex pensylvanica","Pennsylvania sedge","SD(Deuel, Lincoln, Roberts, Union)"
"Carex praegracilis","clustered field sedge","SD(Brookings, Brown, Butte, Codington, Custer, Day, Harding, Jerauld, Lawrence, Lincoln, Minnehaha, Pennington, Perkins, Roberts, Sanborn, Spink, Todd)"
"Carex prairea","prairie sedge","SD(Clay, Lincoln)"
"Carex praticola","meadow sedge","SD(Custer, Lawrence, Pennington)"
"Carex retrorsa","knotsheath sedge","SD(Custer, Day, Marshall, Pennington, Roberts)"
"Carex richardsonii","Richardson's sedge","SD(Custer, Pennington)"
"Carex rosea","rosy sedge","SD(Custer, Day, Grant, Lincoln, Marshall, Minnehaha, Pennington)"
"Carex rossii","Ross' sedge","SD(Pennington)"
"Carex sartwellii","Sartwell's sedge","SD(Aurora, Charles Mix, Codington, Custer, Hamlin, Jackson, Roberts, Spink)"
"Carex sartwellii var. sartwellii","Sartwell's sedge","SD(Aurora, Charles Mix, Codington, Custer, Hamlin, Jackson, Roberts, Spink)"
"Carex saximontana","Rocky Mountain sedge","SD(Charles Mix, Lawrence, Meade, Minnehaha, Pennington, Roberts, Todd, Yankton)"
"Carex scoparia","broom sedge","SD(Corson, Custer, Day, Lawrence, Pennington, Roberts, Todd)"
"Carex scoparia var. scoparia","broom sedge","SD(Corson, Custer, Day, Lawrence, Pennington, Roberts, Todd)"
"Carex siccata","dryspike sedge","SD(Custer, Lawrence, Pennington)"
"Carex sparganioides","bur-reed sedge","SD(Lincoln, Union)"
"Carex sprengelii","Sprengel's sedge","SD(Bennett, Brookings, Brule, Clay, Codington, Corson, Custer, Day, Harding, Lawrence, Lincoln, Marshall, Meade, Mellette, Minnehaha, Pennington, Roberts, Todd, Union, Ziebach)"
"Carex stipata","awlfruit sedge","SD(Charles Mix, Custer, Gregory, Lincoln, Marshall, Pennington, Todd)"
"Carex stipata var. stipata","owlfruit sedge","SD(Charles Mix, Custer, Gregory, Lincoln, Marshall, Pennington, Todd)"
"Carex stricta","upright sedge","SD(Brookings, Clay, Codington, Custer, Fall River, Gregory, Hanson, Pennington, Todd, Union)"
"Carex sychnocephala","manyhead sedge","SD(Brookings, Codington, Hamlin, Lake, Marshall, Roberts)"
"Carex tenera","quill sedge","SD(Custer, Harding, Lawrence, Marshall, Roberts)"
"Carex torreyi","Torrey's sedge","SD(Custer, Harding, Pennington)"
"Carex utriculata","Northwest Territory sedge","SD(Custer, Day, Lawrence, Marshall, Pennington, Roberts, Todd, Tripp)"
"Carex vallicola","valley sedge","SD(Custer, Harding, Lawrence)"
"Carex vallicola var. vallicola","valley sedge","SD(Custer, Harding, Lawrence)"
"Carex viridula","little green sedge","SD(Pennington)"
"Carex viridula ssp. viridula","little green sedge","SD(Pennington)"
"Carex vulpinoidea","fox sedge","SD(Aurora, Bon Homme, Brookings, Brown, Butte, Campbell, Charles Mix, Clay, Codington, Custer, Day, Edmunds, Faulk, Grant, Gregory, Harding, Kingsbury, Lake, Lincoln, Marshall, Minnehaha, Pennington, Roberts, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton)"
"Carex vulpinoidea var. vulpinoidea","fox sedge","SD(Aurora, Bon Homme, Brookings, Brown, Butte, Campbell, Charles Mix, Clay, Codington, Custer, Day, Edmunds, Faulk, Grant, Gregory, Harding, Kingsbury, Lake, Lincoln, Marshall, Minnehaha, Pennington, Roberts, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton)"
"Carex xerantica","whitescale sedge","SD(Harding, Lawrence, Pennington)"
"Carum","carum","SD(Custer, Lawrence, Pennington)"
"Carum carvi","caraway","SD(Custer, Lawrence, Pennington)"
"Castilleja","Indian paintbrush","SD(Bennett, Brookings, Butte, Codington, Corson, Custer, Day, Deuel, Fall River, Harding, Hutchinson, Jackson, Jerauld, Lawrence, Lincoln, Marshall, McCook, Meade, Minnehaha, Pennington, Roberts, Todd, Turner, Union, Yankton, Ziebach)"
"Castilleja angustifolia","northwestern Indian paintbrush","SD(Fall River)"
"Castilleja angustifolia var. dubia","northwestern Indian paintbrush","SD(Fall River)"
"Castilleja sessiliflora","downy paintedcup","SD(Bennett, Brookings, Butte, Codington, Corson, Custer, Day, Deuel, Fall River, Harding, Hutchinson, Jackson, Jerauld, Lawrence, Lincoln, Marshall, McCook, Meade, Minnehaha, Pennington, Roberts, Todd, Turner, Union, Yankton, Ziebach)"
"Castilleja sulphurea","sulphur Indian paintbrush","SD(Custer, Lawrence, Meade, Pennington)"
"Catabrosa","whorlgrass","SD(Bennett, Custer, Harding, Lawrence, Pennington, Todd)"
"Catabrosa aquatica","water whorlgrass","SD(Bennett, Custer, Harding, Lawrence, Pennington, Todd)"
"Catabrosa aquatica var. aquatica","water whorlgrass","SD(Bennett, Custer, Harding, Lawrence, Pennington, Todd)"
"Catalpa","catalpa","SD(Clay, Lincoln, Union)"
"Catalpa speciosa","northern catalpa","SD(Clay, Lincoln, Union)"
"Caulophyllum","cohosh","SD(Lincoln, Marshall, Roberts)"
"Caulophyllum thalictroides","blue cohosh","SD(Lincoln, Marshall, Roberts)"
"Ceanothus","ceanothus","SD(Bennett, Custer, Lawrence, Pennington, Todd)"
"Ceanothus fendleri","Fendler's ceanothus","SD(Custer, Lawrence)"
"Ceanothus herbaceus","Jersey tea","SD(Bennett, Lawrence, Pennington, Todd)"
"Ceanothus velutinus","snowbrush ceanothus","SD(Lawrence, Pennington)"
"Ceanothus velutinus var. velutinus","snowbrush ceanothus","SD(Lawrence, Pennington)"
"Celastrus","bittersweet","SD(Bon Homme, Corson, Custer, Day, Fall River, Haakon, Harding, Jackson, Lawrence, Lincoln, Lyman, Minnehaha, Pennington, Todd, Union, Yankton)"
"Celastrus scandens","American bittersweet","SD(Bon Homme, Corson, Custer, Day, Fall River, Haakon, Harding, Jackson, Lawrence, Lincoln, Lyman, Minnehaha, Pennington, Todd, Union, Yankton)"
"Celtis","hackberry","SD(Bon Homme, Brule, Charles Mix, Clay, Day, Fall River, Haakon, Jackson, Lyman, Stanley, Union, Walworth, Yankton, Ziebach)"
"Celtis occidentalis","common hackberry","SD(Bon Homme, Brule, Charles Mix, Clay, Day, Fall River, Haakon, Jackson, Lyman, Stanley, Union, Walworth, Yankton, Ziebach)"
"Cenchrus","sandbur","SD(Brookings, Buffalo, Butte, Clay, Codington, Fall River, Harding, Jerauld, Kingsbury, Lincoln, Mellette, Miner, Minnehaha, Pennington, Roberts, Stanley, Union, Walworth, Yankton)"
"Cenchrus longispinus","mat sandbur","SD(Brookings, Buffalo, Butte, Clay, Codington, Fall River, Harding, Jerauld, Kingsbury, Lincoln, Mellette, Miner, Minnehaha, Pennington, Roberts, Stanley, Union, Walworth, Yankton)"
"Centaurea","knapweed","SD(Bon Homme, Clay, Day, Hamlin, Harding, Jackson, Kingsbury, Lawrence, Marshall, Union)"
"Centaurea cyanus","garden cornflower","SD(Clay, Jackson, Lawrence, Union)"
"Centaurea stoebe","spotted knapweed","SD(Bon Homme, Day, Hamlin, Harding, Kingsbury, Marshall)"
"Centaurea stoebe ssp. micranthos","spotted knapweed","SD(Bon Homme, Day, Hamlin, Harding, Kingsbury, Marshall)"
"Cerastium","mouse-ear chickweed","SD(Brookings, Butte, Charles Mix, Clay, Codington, Custer, Day, Deuel, Douglas, Fall River, Hamlin, Harding, Jackson, Lake, Lawrence, Minnehaha, Pennington, Roberts, Spink, Todd)"
"Cerastium arvense","field chickweed","SD(Brookings, Butte, Codington, Custer, Day, Deuel, Fall River, Hamlin, Harding, Lake, Lawrence, Pennington, Roberts, Spink)"
"Cerastium arvense ssp. strictum","field chickweed","SD(Brookings, Butte, Codington, Custer, Day, Deuel, Fall River, Hamlin, Harding, Lake, Lawrence, Pennington, Roberts, Spink)"
"Cerastium brachypodum","shortstalk chickweed","SD(Charles Mix, Douglas, Todd)"
"Cerastium fontanum","common mouse-ear chickweed","SD(Clay, Jackson, Lawrence, Pennington)"
"Cerastium fontanum ssp. vulgare","big chickweed","SD(Clay, Jackson, Lawrence, Pennington)"
"Cerastium nutans","nodding chickweed","SD(Charles Mix, Minnehaha, Pennington, Roberts, Spink)"
"Cerastium nutans var. nutans","nodding chickweed","SD(Charles Mix, Minnehaha, Pennington, Roberts, Spink)"
"Ceratophyllum","hornwort","SD(Clay, Codington, Day, Grant, Lake, Lawrence, Marshall, McCook, Roberts, Walworth)"
"Ceratophyllum demersum","coon's tail","SD(Clay, Codington, Day, Grant, Lake, Lawrence, Marshall, McCook, Roberts, Walworth)"
"Cercocarpus","mountain mahogany","SD(Custer, Fall River)"
"Cercocarpus montanus","alderleaf mountain mahogany","SD(Custer, Fall River)"
"Cercocarpus montanus var. montanus","alderleaf mountain mahogany","SD(Custer, Fall River)"
"Chaiturus","lion's tail","SD(Hutchinson)"
"Chaiturus marrubiastrum","lion's tail","SD(Hutchinson)"
"Chamaecrista","sensitive pea","SD(Clay, Lincoln, Minnehaha, Union)"
"Chamaecrista fasciculata","partridge pea","SD(Clay, Lincoln, Minnehaha, Union)"
"Chamaecrista fasciculata var. fasciculata","partridge pea","SD(Clay, Lincoln, Minnehaha, Union)"
"Chamaerhodos","little rose","SD(Harding)"
"Chamaerhodos erecta","little rose","SD(Harding)"
"Chamaerhodos erecta ssp. nuttallii","Nuttall's little rose","SD(Harding)"
"Chamaesyce","sandmat","SD(Aurora, Beadle, Bennett, Bon Homme, Brookings, Brown, Brule, Buffalo, Butte, Campbell, Charles Mix, Clark, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Douglas, Edmunds, Fall River, Faulk, Gregory, Haakon, Hand, Hanson, Harding, Hughes, Hutchinson, Hyde, Jackson, Jerauld, Jones, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McCook, McPherson, Mellette, Miner, Minnehaha, Pennington, Perkins, Roberts, Sanborn, Spink, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Chamaesyce fendleri","Fendler's sandmat","SD(Custer)"
"Chamaesyce geyeri","Geyer's sandmat","SD(Haakon, Mellette, Pennington, Todd)"
"Chamaesyce geyeri var. geyeri","Geyer's sandmat","SD(Haakon, Mellette, Pennington, Todd)"
"Chamaesyce glyptosperma","ribseed sandmat","SD(Aurora, Beadle, Bennett, Brule, Butte, Campbell, Charles Mix, Clark, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Douglas, Fall River, Faulk, Gregory, Hanson, Harding, Hughes, Hutchinson, Hyde, Jackson, Jerauld, Jones, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McCook, McPherson, Mellette, Miner, Minnehaha, Pennington, Perkins, Roberts, Sanborn, Spink, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Chamaesyce maculata","spotted sandmat","SD(Beadle, Bon Homme, Clay, Douglas, Gregory, Hanson, Hutchinson, Lincoln, Minnehaha, Pennington, Roberts, Turner, Union, Yankton)"
"Chamaesyce missurica","prairie sandmat","SD(Bennett, Codington, Fall River, Gregory, Harding, Mellette, Pennington, Stanley, Todd, Yankton)"
"Chamaesyce nutans","eyebane","SD(Bon Homme, Brule, Clay, Lincoln, Roberts, Todd, Turner, Union, Yankton)"
"Chamaesyce prostrata","prostrate sandmat","SD(Yankton)"
"Chamaesyce serpens","matted sandmat","SD(Bon Homme, Buffalo, Butte, Clay, Corson, Gregory, Haakon, Lyman, Mellette, Stanley, Todd, Tripp, Walworth)"
"Chamaesyce serpyllifolia","thymeleaf sandmat","SD(Brookings, Brown, Buffalo, Butte, Campbell, Clark, Clay, Codington, Corson, Custer, Day, Edmunds, Gregory, Hutchinson, Kingsbury, Marshall, McCook, McPherson, Mellette, Miner, Pennington, Sanborn, Spink, Stanley, Todd, Turner, Yankton)"
"Chamaesyce serpyllifolia ssp. serpyllifolia","thymeleaf sandmat","SD(Brookings, Brown, Buffalo, Butte, Campbell, Clark, Clay, Codington, Corson, Custer, Day, Edmunds, Gregory, Hutchinson, Kingsbury, Marshall, McCook, McPherson, Mellette, Miner, Pennington, Sanborn, Spink, Stanley, Todd, Turner, Yankton)"
"Chamaesyce stictospora","slimseed sandmat","SD(Aurora, Bon Homme, Brookings, Buffalo, Charles Mix, Clay, Custer, Davison, Douglas, Fall River, Faulk, Gregory, Hand, Hyde, Jackson, Jones, Lyman, Mellette, Pennington, Todd, Tripp, Turner, Yankton)"
"Chamerion","fireweed","SD(Custer, Harding, Lawrence, Pennington)"
"Chamerion angustifolium","fireweed","SD(Custer, Harding, Lawrence, Pennington)"
"Chamerion angustifolium ssp. circumvagum","fireweed","SD(Custer, Harding, Lawrence, Pennington)"
"Cheilanthes","lipfern","SD(Butte, Custer, Fall River, Harding, Lawrence, Meade, Pennington)"
"Cheilanthes feei","slender lipfern","SD(Butte, Custer, Fall River, Harding, Lawrence, Meade, Pennington)"
"Chenopodium","goosefoot","SD(Aurora, Beadle, Bon Homme, Brookings, Brown, Brule, Buffalo, Butte, Campbell, Charles Mix, Clark, Clay, Codington, Corson, Custer, Davison, Dewey, Fall River, Faulk, Grant, Gregory, Haakon, Hamlin, Hand, Hanson, Harding, Hughes, Hutchinson, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, Mellette, Miner, Minnehaha, Pennington, Perkins, Potter, Roberts, Sanborn, Spink, Stanley, Todd, Tripp, Turner, Union)"
"Chenopodium album","lambsquarters","SD(Aurora, Bon Homme, Brookings, Brown, Brule, Clay, Codington, Corson, Custer, Fall River, Faulk, Hand, Hughes, Lincoln, Marshall, Mellette, Minnehaha, Pennington, Roberts, Spink, Union)"
"Chenopodium album var. striatum","lateflowering goosefoot","SD(Mellette, Spink)"
"Chenopodium berlandieri","pitseed goosefoot","SD(Beadle, Brule, Buffalo, Butte, Clay, Corson, Davison, Fall River, Gregory, Hamlin, Harding, Hughes, Lawrence, Lyman, Miner, Pennington, Potter, Spink, Stanley, Todd, Tripp)"
"Chenopodium berlandieri var. bushianum","Bush's goosefoot","SD(Beadle, Hamlin, Potter, Spink)"
"Chenopodium capitatum","blite goosefoot","SD(Hutchinson, Lawrence, Pennington, Turner)"
"Chenopodium desiccatum","aridland goosefoot","SD(Beadle, Bon Homme, Codington, Corson, Custer, Dewey, Fall River, Gregory, Haakon, Hanson, Harding, Hughes, Pennington, Spink, Stanley, Tripp)"
"Chenopodium fremontii","Fremont's goosefoot","SD(Corson, Custer, Harding)"
"Chenopodium glaucum","oakleaf goosefoot","SD(Aurora, Beadle, Charles Mix, Corson, Harding, Hughes, Pennington, Roberts, Sanborn, Spink, Stanley)"
"Chenopodium incanum","mealy goosefoot","SD(Pennington, Stanley)"
"Chenopodium incanum var. incanum","mealy goosefoot","SD(Pennington, Stanley)"
"Chenopodium rubrum","red goosefoot","SD(Brookings, Brown, Campbell, Clark, Clay, Hughes, Kingsbury, Pennington, Perkins, Roberts, Spink)"
"Chenopodium simplex","mapleleaf goosefoot","SD(Brookings, Clay, Custer, Dewey, Grant, Harding, Lawrence, Lincoln, Minnehaha, Pennington, Spink, Union)"
"Chenopodium standleyanum","Standley's goosefoot","SD(Brookings, Brule, Clay, Grant, Lincoln)"
"Chenopodium subglabrum","smooth goosefoot","SD(Mellette)"
"Chimaphila","prince's pine","SD(Lawrence)"
"Chimaphila umbellata","pipsissewa","SD(Lawrence)"
"Chloris","windmill grass","SD(Clay, Yankton)"
"Chloris verticillata","tumble windmill grass","SD(Clay, Yankton)"
"Chorispora","chorispora","SD(Butte, Clay, Fall River, Meade, Minnehaha, Union, Yankton)"
"Chorispora tenella","crossflower","SD(Butte, Clay, Fall River, Meade, Minnehaha, Union, Yankton)"
"Cichorium","chicory","SD(Clay, Gregory, Lawrence, Moody, Turner, Union)"
"Cichorium intybus","chicory","SD(Clay, Gregory, Lawrence, Moody, Turner, Union)"
"Cicuta","water hemlock","SD(Brookings, Clay, Codington, Corson, Custer, Day, Deuel, Grant, Gregory, Harding, Lake, Lawrence, Lincoln, Marshall, McCook, McPherson, Minnehaha, Pennington, Perkins, Roberts, Spink, Todd, Tripp, Turner, Union, Walworth, Yankton)"
"Cicuta bulbifera","bulblet-bearing water hemlock","SD(Day, Marshall, Walworth)"
"Cicuta maculata","spotted water hemlock","SD(Brookings, Clay, Codington, Corson, Custer, Day, Deuel, Grant, Gregory, Harding, Lake, Lawrence, Lincoln, Marshall, McCook, McPherson, Minnehaha, Pennington, Perkins, Roberts, Spink, Todd, Tripp, Turner, Union, Yankton)"
"Cinna","woodreed","SD(Custer, Lawrence)"
"Cinna latifolia","drooping woodreed","SD(Custer, Lawrence)"
"Circaea","enchanter's nightshade","SD(Bennett, Custer, Lawrence, Pennington, Roberts)"
"Circaea alpina","small enchanter's nightshade","SD(Custer, Lawrence, Pennington)"
"Circaea alpina ssp. alpina","small enchanter's nightshade","SD(Custer, Lawrence, Pennington)"
"Circaea lutetiana","broadleaf enchanter's nightshade","SD(Bennett, Lawrence, Roberts)"
"Circaea lutetiana ssp. canadensis","broadleaf enchanter's nightshade","SD(Bennett, Lawrence, Roberts)"
"Cirsium","thistle","SD(Bennett, Bon Homme, Brookings, Brown, Brule, Butte, Campbell, Charles Mix, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Douglas, Fall River, Faulk, Grant, Gregory, Haakon, Hand, Harding, Hughes, Hutchinson, Hyde, Jackson, Jerauld, Jones, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McPherson, Meade, Mellette, Minnehaha, Pennington, Perkins, Roberts, Sanborn, Spink, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton)"
"Cirsium altissimum","tall thistle","SD(Clay, Jerauld, Lincoln, Minnehaha, Roberts, Union, Yankton)"
"Cirsium arvense","Canada thistle","SD(Brookings, Brown, Butte, Charles Mix, Codington, Custer, Davison, Day, Deuel, Grant, Harding, Hyde, Kingsbury, Lawrence, Marshall, Minnehaha, Pennington, Roberts, Sanborn, Spink)"
"Cirsium canescens","prairie thistle","SD(Bennett, Butte, Custer, Fall River, Tripp)"
"Cirsium discolor","field thistle","SD(Davison, Union)"
"Cirsium drummondii","dwarf thistle","SD(Custer, Lawrence, Pennington)"
"Cirsium flodmanii","Flodman's thistle","SD(Bon Homme, Brookings, Butte, Campbell, Charles Mix, Clay, Codington, Custer, Day, Haakon, Hand, Harding, Hughes, Hyde, Jackson, Lawrence, Lincoln, Marshall, McPherson, Meade, Minnehaha, Pennington, Perkins, Roberts, Turner, Union, Walworth)"
"Cirsium ochrocentrum","yellowspine thistle","SD(Fall River)"
"Cirsium ochrocentrum ssp. ochrocentrum","yellowspine thistle","SD(Fall River)"
"Cirsium undulatum","wavyleaf thistle","SD(Bennett, Brule, Charles Mix, Clay, Codington, Corson, Custer, Dewey, Fall River, Faulk, Gregory, Haakon, Harding, Hutchinson, Jackson, Jones, Lawrence, Lincoln, Lyman, Mellette, Pennington, Sanborn, Stanley, Todd, Tripp, Walworth)"
"Cirsium undulatum var. undulatum","wavyleaf thistle","SD(Bennett, Brule, Charles Mix, Clay, Codington, Corson, Custer, Dewey, Fall River, Faulk, Gregory, Haakon, Harding, Hutchinson, Jackson, Jones, Lawrence, Lincoln, Lyman, Mellette, Pennington, Sanborn, Stanley, Todd, Tripp, Walworth)"
"Cirsium vulgare","bull thistle","SD(Bon Homme, Clay, Douglas, Fall River, Lawrence, Pennington)"
"Clematis","leather flower","SD(Custer, Dewey, Fall River, Harding, Jackson, Jones, Lawrence, Lincoln, Lyman, Marshall, Meade, Minnehaha, Pennington, Roberts, Stanley, Union, Yankton)"
"Clematis columbiana","rock clematis","SD(Custer, Lawrence, Meade, Pennington)"
"Clematis columbiana var. tenuiloba","rock clematis","SD(Custer, Lawrence, Meade, Pennington)"
"Clematis hirsutissima","hairy clematis","SD(Fall River)"
"Clematis ligusticifolia","western white clematis","SD(Fall River, Harding, Jackson, Jones, Lawrence, Lyman, Pennington, Stanley)"
"Clematis ligusticifolia var. ligusticifolia","western white clematis","SD(Fall River, Harding, Jackson, Jones, Lawrence, Lyman, Pennington, Stanley)"
"Clematis virginiana","devil's darning needles","SD(Dewey, Lincoln, Marshall, Minnehaha, Roberts, Union, Yankton)"
"Cleome","spiderflower","SD(Beadle, Clay, Corson, Custer, Fall River, Harding, Hughes, Hutchinson, Pennington, Stanley, Todd, Tripp, Union, Walworth)"
"Cleome serrulata","Rocky Mountain beeplant","SD(Beadle, Clay, Corson, Custer, Fall River, Harding, Hughes, Hutchinson, Pennington, Stanley, Todd, Tripp, Union, Walworth)"
"Collinsia","blue eyed Mary","SD(Custer, Lawrence, Pennington)"
"Collinsia parviflora","maiden blue eyed Mary","SD(Custer, Lawrence, Pennington)"
"Collomia","trumpet","SD(Butte, Corson, Custer, Day, Dewey, Fall River, Harding, Lawrence, Lyman, Marshall, Meade, Pennington, Stanley, Todd, Walworth, Ziebach)"
"Collomia linearis","tiny trumpet","SD(Butte, Corson, Custer, Day, Dewey, Fall River, Harding, Lawrence, Lyman, Marshall, Meade, Pennington, Stanley, Todd, Walworth, Ziebach)"
"Comandra","bastard toadflax","SD(Bennett, Brookings, Brule, Butte, Charles Mix, Codington, Custer, Day, Deuel, Fall River, Harding, Hutchinson, Jackson, Lawrence, Lincoln, Marshall, Meade, Mellette, Minnehaha, Pennington, Stanley, Todd, Tripp, Union)"
"Comandra umbellata","bastard toadflax","SD(Bennett, Brookings, Brule, Butte, Charles Mix, Codington, Custer, Day, Deuel, Fall River, Harding, Hutchinson, Jackson, Lawrence, Lincoln, Marshall, Meade, Mellette, Minnehaha, Pennington, Stanley, Todd, Tripp, Union)"
"Comandra umbellata ssp. pallida","pale bastard toadflax","SD(Bennett, Brule, Butte, Custer, Fall River, Harding, Jackson, Lawrence, Marshall, Meade, Mellette, Pennington, Stanley, Todd, Tripp)"
"Comandra umbellata ssp. umbellata","bastard toadflax","SD(Brookings, Charles Mix, Codington, Day, Deuel, Hutchinson, Lincoln, Minnehaha, Union)"
"Conium","poison hemlock","SD(Clay, Gregory, Harding, Pennington, Todd, Tripp)"
"Conium maculatum","poison hemlock","SD(Clay, Gregory, Harding, Pennington, Todd, Tripp)"
"Conringia","hare's ear mustard","SD(Corson, Custer, Pennington, Stanley)"
"Conringia orientalis","hare's ear mustard","SD(Corson, Custer, Pennington, Stanley)"
"Consolida","knight's-spur","SD(Union)"
"Consolida ajacis","doubtful knight's-spur","SD(Union)"
"Convolvulus","bindweed","SD(Beadle, Bon Homme, Brule, Buffalo, Butte, Charles Mix, Clay, Codington, Corson, Dewey, Fall River, Faulk, Gregory, Harding, Hutchinson, Jackson, Jones, Lawrence, Lincoln, Lyman, Mellette, Minnehaha, Pennington, Perkins, Spink, Sully, Turner, Union, Walworth, Yankton)"
"Convolvulus arvensis","field bindweed","SD(Beadle, Bon Homme, Brule, Buffalo, Butte, Charles Mix, Clay, Codington, Corson, Dewey, Fall River, Faulk, Gregory, Harding, Hutchinson, Jackson, Jones, Lawrence, Lincoln, Lyman, Mellette, Minnehaha, Pennington, Perkins, Spink, Sully, Turner, Union, Walworth, Yankton)"
"Conyza","horseweed","SD(Beadle, Brown, Brule, Buffalo, Clay, Codington, Corson, Custer, Davison, Fall River, Faulk, Gregory, Hand, Harding, Hyde, Jackson, Lawrence, Lincoln, Marshall, Pennington, Potter, Sanborn, Spink, Stanley, Todd, Union)"
"Conyza canadensis","Canadian horseweed","SD(Beadle, Brown, Brule, Buffalo, Clay, Codington, Corson, Custer, Davison, Fall River, Faulk, Gregory, Hand, Harding, Hyde, Jackson, Lawrence, Lincoln, Marshall, Pennington, Potter, Sanborn, Spink, Stanley, Union)"
"Conyza canadensis var. canadensis","Canadian horseweed","SD(Beadle, Brown, Brule, Buffalo, Clay, Codington, Corson, Custer, Davison, Fall River, Faulk, Gregory, Hand, Harding, Hyde, Jackson, Lawrence, Lincoln, Marshall, Pennington, Potter, Sanborn, Spink, Stanley, Union)"
"Conyza ramosissima","dwarf horseweed","SD(Clay, Pennington, Todd)"
"Corallorhiza","coralroot","SD(Custer, Lawrence, Meade, Pennington)"
"Corallorhiza maculata","summer coralroot","SD(Custer, Lawrence, Meade, Pennington)"
"Corallorhiza maculata var. occidentalis","summer coralroot","SD(Custer, Lawrence, Meade, Pennington)"
"Corallorhiza odontorhiza","autumn coralroot","SD(Lawrence)"
"Corallorhiza odontorhiza var. odontorhiza","autumn coralroot","SD(Lawrence)"
"Corallorhiza striata","hooded coralroot","SD(Custer, Lawrence, Meade, Pennington)"
"Corallorhiza striata var. vreelandii","Vreeland's coralroot","SD(Custer, Lawrence, Meade, Pennington)"
"Corallorhiza trifida","yellow coralroot","SD(Custer, Lawrence, Pennington)"
"Corallorhiza wisteriana","spring coralroot","SD(Custer, Lawrence, Meade, Pennington)"
"Coreopsis","tickseed","SD(Aurora, Beadle, Bon Homme, Brookings, Brule, Buffalo, Charles Mix, Clay, Edmunds, Faulk, Gregory, Hand, Hanson, Harding, Hyde, Jackson, Jones, Lincoln, Lyman, Perkins, Sanborn, Spink, Sully, Todd, Union)"
"Coreopsis palmata","stiff tickseed","SD(Brookings, Lincoln)"
"Coreopsis tinctoria","golden tickseed","SD(Aurora, Beadle, Bon Homme, Brule, Buffalo, Charles Mix, Clay, Edmunds, Faulk, Gregory, Hand, Hanson, Harding, Hyde, Jackson, Jones, Lyman, Perkins, Sanborn, Spink, Sully, Todd, Union)"
"Corispermum","bugseed","SD(Clay, Fall River, Harding, Walworth)"
