"","",""
"Achillea","yarrow","TX(Anderson, Archer, Bastrop, Bell, Blanco, Bowie, Brazos, Brown, Burleson, Burnet, Cameron, Cass, Clay, Coke, Cooke, Culberson, Dallas, Deaf Smith, Eastland, Erath, Falls, Freestone, Galveston, Garza, Gillespie, Gray, Grayson, Grimes, Harris, Hays, Hemphill, Hunt, Hutchinson, Jeff Davis, Kaufman, Lamar, Lee, Llano, Madison, Mason, McCulloch, McLennan, Mills, Montgomery, Navarro, Palo Pinto, Parker, Parmer, Red River, Rusk, San Saba, Shackelford, Shelby, Smith, Stephens, Tarrant, Throckmorton, Travis, Van Zandt, Walker, Wichita, Williamson, Young)"
"Achillea millefolium","common yarrow","TX(Anderson, Archer, Bastrop, Bell, Blanco, Bowie, Brazos, Brown, Burleson, Burnet, Cameron, Cass, Clay, Coke, Cooke, Culberson, Dallas, Deaf Smith, Eastland, Erath, Falls, Freestone, Galveston, Garza, Gillespie, Gray, Grayson, Grimes, Harris, Hays, Hemphill, Hunt, Hutchinson, Jeff Davis, Kaufman, Lamar, Lee, Llano, Madison, Mason, McCulloch, McLennan, Mills, Montgomery, Navarro, Palo Pinto, Parker, Parmer, Red River, Rusk, San Saba, Shackelford, Shelby, Smith, Stephens, Tarrant, Throckmorton, Travis, Van Zandt, Walker, Wichita, Williamson, Young)"
"Achnatherum","needlegrass","TX(Brewster, Crane, Culberson, Dallam, Deaf Smith, El Paso, Hudspeth, Irion, Jeff Davis, Parmer, Pecos, Presidio, Randall, Reeves, Terrell)"
"Achnatherum aridum","Mormon needlegrass","TX(Hudspeth, Pecos)"
"Achnatherum clandestinum","Mexican ricegrass","TX(Irion)"
"Achnatherum curvifolium","Guadalupe ricegrass","TX(Culberson)"
"Achnatherum eminens","southwestern needlegrass","TX(Brewster, Crane, Culberson, El Paso, Hudspeth, Jeff Davis, Pecos, Presidio, Reeves, Terrell)"
"Achnatherum hymenoides","Indian ricegrass","TX(Dallam, Deaf Smith, El Paso, Hudspeth, Parmer, Randall)"
"Achnatherum lobatum","littleawn needlegrass","TX(Brewster, Culberson, El Paso, Hudspeth, Jeff Davis)"
"Achnatherum nelsonii","Columbia needlegrass","TX(Culberson, El Paso)"
"Achnatherum perplexum","New Mexico needlegrass","TX(Culberson)"
"Achyranthes","chaff flower","TX(Cameron, Hidalgo)"
"Achyranthes aspera","devil's horsewhip","TX(Cameron, Hidalgo)"
"Achyranthes aspera var. pubescens","devil's horsewhip","TX(Cameron, Hidalgo)"
"Acleisanthes","trumpets","TX(Atascosa, Bee, Bexar, Brewster, Brooks, Calhoun, Cameron, Coke, Concho, Crane, Crockett, Culberson, Denton, Dimmit, Duval, Frio, Galveston, Garza, Goliad, Hidalgo, Hudspeth, Jeff Davis, Jim Wells, Karnes, Kimble, Kinney, Kleberg, Lampasas, Live Oak, Loving, Martin, Maverick, Medina, Menard, Midland, Motley, Nueces, Pecos, Presidio, Reeves, San Patricio, Starr, Terrell, Tom Green, Uvalde, Val Verde, Ward, Webb, Willacy, Zapata)"
"Acleisanthes acutifolia","needletip trumpets","TX(Presidio)"
"Acleisanthes anisophylla","obliqueleaf trumpets","TX(Kinney, San Patricio, Starr)"
"Acleisanthes crassifolia","Texas trumpets","TX(Kinney, Maverick, Val Verde)"
"Acleisanthes longiflora","angel's trumpets","TX(Bee, Bexar, Brewster, Coke, Concho, Crane, Crockett, Culberson, Denton, Frio, Galveston, Garza, Hudspeth, Jeff Davis, Karnes, Kimble, Kinney, Kleberg, Lampasas, Loving, Martin, Maverick, Medina, Menard, Midland, Motley, Pecos, Presidio, Reeves, San Patricio, Starr, Terrell, Tom Green, Uvalde, Val Verde, Ward, Webb, Zapata)"
"Acleisanthes obtusa","Berlandier's trumpets","TX(Atascosa, Bexar, Brooks, Calhoun, Cameron, Dimmit, Duval, Frio, Goliad, Hidalgo, Jim Wells, Karnes, Kinney, Kleberg, Lampasas, Live Oak, Martin, Nueces, San Patricio, Starr, Webb, Willacy, Zapata)"
"Acleisanthes wrightii","Wright's trumpets","TX(Brewster, Pecos, Reeves, Terrell, Val Verde)"
"Acmella","spotflower","TX(Anderson, Bexar, Bowie, Brazoria, Brazos, Calhoun, Chambers, Colorado, Ellis, Fort Bend, Galveston, Grayson, Hardin, Harris, Jasper, Jefferson, Liberty, Matagorda, Montgomery, Newton, Orange, Parker, Red River, San Jacinto, Tarrant, Travis, Tyler, Walker, Wharton)"
"Acmella oppositifolia","oppositeleaf spotflower","TX(Anderson, Bexar, Bowie, Brazoria, Brazos, Calhoun, Chambers, Colorado, Ellis, Fort Bend, Galveston, Grayson, Hardin, Harris, Jasper, Jefferson, Liberty, Matagorda, Montgomery, Newton, Orange, Parker, Red River, San Jacinto, Tarrant, Travis, Tyler, Walker, Wharton)"
