"Crataegus intricata","Copenhagen hawthorn","DC(District of Columbia)"
"Crataegus monogyna","oneseed hawthorn","DC(District of Columbia)"
"Crataegus phaenopyrum","Washington hawthorn","DC(District of Columbia)"
"Crataegus uniflora","dwarf hawthorn","DC(District of Columbia)"
"Crepis","hawksbeard","DC(District of Columbia)"
"Crepis capillaris","smooth hawksbeard","DC(District of Columbia)"
"Crepis pulchra","smallflower hawksbeard","DC(District of Columbia)"
"Crepis tectorum","narrowleaf hawksbeard","DC(District of Columbia)"
"Crotalaria","rattlebox","DC(District of Columbia)"
"Crotalaria sagittalis","arrowhead rattlebox","DC(District of Columbia)"
"Croton","croton","DC(District of Columbia)"
"Croton capitatus","hogwort","DC(District of Columbia)"
"Croton capitatus var. capitatus","hogwort","DC(District of Columbia)"
"Croton michauxii","Michaux's croton","DC(District of Columbia)"
"Croton michauxii var. ellipticus","Michaux's croton","DC(District of Columbia)"
"Cruciata","bedstraw","DC(District of Columbia)"
"Cruciata pedemontana","piedmont bedstraw","DC(District of Columbia)"
"Cryptotaenia","honewort","DC(District of Columbia)"
"Cryptotaenia canadensis","Canadian honewort","DC(District of Columbia)"
"Cunila","cunila","DC(District of Columbia)"
"Cunila origanoides","common dittany","DC(District of Columbia)"
"Cuphea","waxweed","DC(District of Columbia)"
"Cuphea viscosissima","blue waxweed","DC(District of Columbia)"
"Cuscuta","dodder","DC(District of Columbia)"
"Cuscuta cephalanthi","buttonbush dodder","DC(District of Columbia)"
"Cuscuta compacta","compact dodder","DC(District of Columbia)"
"Cuscuta compacta var. compacta","compact dodder","DC(District of Columbia)"
"Cuscuta coryli","hazel dodder","DC(District of Columbia)"
"Cuscuta gronovii","scaldweed","DC(District of Columbia)"
"Cuscuta gronovii var. gronovii","scaldweed","DC(District of Columbia)"
"Cuscuta pentagona","fiveangled dodder","DC(District of Columbia)"
"Cuscuta pentagona var. pentagona","fiveangled dodder","DC(District of Columbia)"
"Cuscuta polygonorum","smartweed dodder","DC(District of Columbia)"
"Cyclachaena","carelessweed","DC(District of Columbia)"
"Cyclachaena xanthiifolia","Carelessweed","DC(District of Columbia)"
"Cynanchum","swallow-wort","DC(District of Columbia)"
"Cynanchum laeve","honeyvine","DC(District of Columbia)"
"Cynodon","Bermudagrass","DC(District of Columbia)"
"Cynodon dactylon","Bermudagrass","DC(District of Columbia)"
"Cynoglossum","hound's tongue","DC(District of Columbia)"
"Cynoglossum officinale","gypsyflower","DC(District of Columbia)"
"Cynoglossum virginianum","wild comfrey","DC(District of Columbia)"
"Cynoglossum virginianum var. virginianum","wild comfrey","DC(District of Columbia)"
"Cyperus","flatsedge","DC(District of Columbia)"
"Cyperus amuricus","Asian flatsedge","DC(District of Columbia)"
"Cyperus bipartitus","slender flatsedge","DC(District of Columbia)"
"Cyperus dentatus","toothed flatsedge","DC(District of Columbia)"
"Cyperus diandrus","umbrella flatsedge","DC(District of Columbia)"
"Cyperus difformis","variable flatsedge","DC(District of Columbia)"
"Cyperus echinatus","globe flatsedge","DC(District of Columbia)"
"Cyperus erythrorhizos","redroot flatsedge","DC(District of Columbia)"
"Cyperus esculentus","yellow nutsedge","DC(District of Columbia)"
"Cyperus esculentus var. leptostachyus","yellow nutsedge","DC(District of Columbia)"
"Cyperus flavescens","yellow flatsedge","DC(District of Columbia)"
"Cyperus fuscus","brown flatsedge","DC(District of Columbia)"
"Cyperus hystricinus","bristly flatsedge","DC(District of Columbia)"
"Cyperus iria","ricefield flatsedge","DC(District of Columbia)"
"Cyperus lancastriensis","manyflower flatsedge","DC(District of Columbia)"
"Cyperus lupulinus","Great Plains flatsedge","DC(District of Columbia)"
"Cyperus lupulinus ssp. lupulinus","Great Plains flatsedge","DC(District of Columbia)"
"Cyperus odoratus","fragrant flatsedge","DC(District of Columbia)"
"Cyperus plukenetii","Plukenet's flatsedge","DC(District of Columbia)"
"Cyperus polystachyos","manyspike flatsedge","DC(District of Columbia)"
"Cyperus polystachyos var. texensis","Texan flatsedge","DC(District of Columbia)"
"Cyperus pseudovegetus","marsh flatsedge","DC(District of Columbia)"
"Cyperus refractus","reflexed flatsedge","DC(District of Columbia)"
"Cyperus retrofractus","rough flatsedge","DC(District of Columbia)"
"Cyperus retrorsus","pine barren flatsedge","DC(District of Columbia)"
"Cyperus retrorsus var. retrorsus","pine barren flatsedge","DC(District of Columbia)"
"Cyperus rotundus","nutgrass","DC(District of Columbia)"
"Cyperus squarrosus","bearded flatsedge","DC(District of Columbia)"
"Cyperus strigosus","strawcolored flatsedge","DC(District of Columbia)"
"Cypripedium","lady's slipper","DC(District of Columbia)"
"Cypripedium acaule","moccasin flower","DC(District of Columbia)"
"Cypripedium parviflorum","lesser yellow lady's slipper","DC(District of Columbia)"
"Cypripedium parviflorum var. pubescens","greater yellow lady's slipper","DC(District of Columbia)"
"Cystopteris","bladderfern","DC(District of Columbia)"
"Cystopteris protrusa","lowland bladderfern","DC(District of Columbia)"
"Cystopteris tenuis","upland brittle bladderfern","DC(District of Columbia)"
"Cytisus","broom","DC(District of Columbia)"
"Cytisus scoparius","Scotch broom","DC(District of Columbia)"
"Cytisus scoparius var. scoparius","Scotch broom","DC(District of Columbia)"
"Dactylis","orchardgrass","DC(District of Columbia)"
"Dactylis glomerata","orchardgrass","DC(District of Columbia)"
"Dactylis glomerata ssp. glomerata","orchardgrass","DC(District of Columbia)"
"Danthonia","oatgrass","DC(District of Columbia)"
"Danthonia compressa","flattened oatgrass","DC(District of Columbia)"
"Danthonia spicata","poverty oatgrass","DC(District of Columbia)"
"Datura","jimsonweed","DC(District of Columbia)"
"Datura stramonium","jimsonweed","DC(District of Columbia)"
"Daucus","wild carrot","DC(District of Columbia)"
"Daucus carota","Queen Anne's lace","DC(District of Columbia)"
"Decodon","decodon","DC(District of Columbia)"
"Decodon verticillatus","swamp loosestrife","DC(District of Columbia)"
"Delphinium","larkspur","DC(District of Columbia)"
"Delphinium tricorne","dwarf larkspur","DC(District of Columbia)"
"Dennstaedtia","hayscented fern","DC(District of Columbia)"
"Dennstaedtia punctilobula","eastern hayscented fern","DC(District of Columbia)"
"Deparia","false spleenwort","DC(District of Columbia)"
"Deparia acrostichoides","silver false spleenwort","DC(District of Columbia)"
"Deschampsia","hairgrass","DC(District of Columbia)"
"Deschampsia flexuosa","wavy hairgrass","DC(District of Columbia)"
"Deschampsia flexuosa var. flexuosa","wavy hairgrass","DC(District of Columbia)"
"Descurainia","tansymustard","DC(District of Columbia)"
"Descurainia sophia","herb sophia","DC(District of Columbia)"
"Desmanthus","bundleflower","DC(District of Columbia)"
"Desmanthus illinoensis","Illinois bundleflower","DC(District of Columbia)"
"Desmodium","ticktrefoil","DC(District of Columbia)"
"Desmodium canescens","hoary ticktrefoil","DC(District of Columbia)"
"Desmodium ciliare","hairy small-leaf ticktrefoil","DC(District of Columbia)"
"Desmodium ciliare var. ciliare","hairy small-leaf ticktrefoil","DC(District of Columbia)"
"Desmodium cuspidatum","largebract ticktrefoil","DC(District of Columbia)"
"Desmodium cuspidatum var. longifolium","largebract ticktrefoil","DC(District of Columbia)"
"Desmodium glabellum","Dillenius' ticktrefoil","DC(District of Columbia)"
"Desmodium glutinosum","pointedleaf ticktrefoil","DC(District of Columbia)"
"Desmodium laevigatum","smooth ticktrefoil","DC(District of Columbia)"
"Desmodium lineatum","sand ticktrefoil","DC(District of Columbia)"
"Desmodium marilandicum","smooth small-leaf ticktrefoil","DC(District of Columbia)"
"Desmodium nudiflorum","nakedflower ticktrefoil","DC(District of Columbia)"
"Desmodium obtusum","stiff ticktrefoil","DC(District of Columbia)"
"Desmodium ochroleucum","cream ticktrefoil","DC(District of Columbia)"
"Desmodium paniculatum","panicledleaf ticktrefoil","DC(District of Columbia)"
"Desmodium paniculatum var. paniculatum","panicledleaf ticktrefoil","DC(District of Columbia)"
"Desmodium pauciflorum","fewflower ticktrefoil","DC(District of Columbia)"
"Desmodium perplexum","perplexed ticktrefoil","DC(District of Columbia)"
"Desmodium rotundifolium","prostrate ticktrefoil","DC(District of Columbia)"
"Desmodium viridiflorum","velvetleaf ticktrefoil","DC(District of Columbia)"
"Deutzia","pride-of-Rochester","DC(District of Columbia)"
"Deutzia ×magnifica","pride-of-Rochester","DC(District of Columbia)"
"Deutzia scabra","fuzzy pride-of-Rochester","DC(District of Columbia)"
"Dianthus","pink","DC(District of Columbia)"
"Dianthus armeria","Deptford pink","DC(District of Columbia)"
"Dianthus deltoides","maiden pink","DC(District of Columbia)"
"Dicentra","bleeding heart","DC(District of Columbia)"
"Dicentra cucullaria","dutchman's breeches","DC(District of Columbia)"
"Dichanthelium","rosette grass","DC(District of Columbia)"
"Dichanthelium aciculare","needleleaf rosette grass","DC(District of Columbia)"
"Dichanthelium acuminatum","tapered rosette grass","DC(District of Columbia)"
"Dichanthelium acuminatum var. acuminatum","tapered rosette grass","DC(District of Columbia)"
"Dichanthelium acuminatum var. fasciculatum","western panicgrass","DC(District of Columbia)"
"Dichanthelium acuminatum var. lindheimeri","Lindheimer panicgrass","DC(District of Columbia)"
"Dichanthelium boreale","northern panicgrass","DC(District of Columbia)"
"Dichanthelium boscii","Bosc's panicgrass","DC(District of Columbia)"
"Dichanthelium clandestinum","deertongue","DC(District of Columbia)"
"Dichanthelium commutatum","variable panicgrass","DC(District of Columbia)"
"Dichanthelium depauperatum","starved panicgrass","DC(District of Columbia)"
"Dichanthelium dichotomum","cypress panicgrass","DC(District of Columbia)"
"Dichanthelium dichotomum var. dichotomum","cypress panicgrass","DC(District of Columbia)"
"Dichanthelium latifolium","broadleaf rosette grass","DC(District of Columbia)"
"Dichanthelium laxiflorum","openflower rosette grass","DC(District of Columbia)"
"Dichanthelium linearifolium","slimleaf panicgrass","DC(District of Columbia)"
"Dichanthelium meridionale","matting rosette grass","DC(District of Columbia)"
"Dichanthelium oligosanthes","Heller's rosette grass","DC(District of Columbia)"
"Dichanthelium oligosanthes var. oligosanthes","Heller's rosette grass","DC(District of Columbia)"
"Dichanthelium oligosanthes var. scribnerianum","Scribner's rosette grass","DC(District of Columbia)"
"Dichanthelium ravenelii","Ravenel's rosette grass","DC(District of Columbia)"
"Dichanthelium sabulorum","hemlock rosette grass","DC(District of Columbia)"
"Dichanthelium sabulorum var. patulum","hemlock rosette grass","DC(District of Columbia)"
"Dichanthelium sabulorum var. thinium","hemlock rosette grass","DC(District of Columbia)"
"Dichanthelium scabriusculum","woolly rosette grass","DC(District of Columbia)"
"Dichanthelium scoparium","velvet panicum","DC(District of Columbia)"
"Dichanthelium sphaerocarpon","roundseed panicgrass","DC(District of Columbia)"
"Dichanthelium sphaerocarpon var. isophyllum","roundseed panicgrass","DC(District of Columbia)"
"Dichanthelium sphaerocarpon var. sphaerocarpon","roundseed panicgrass","DC(District of Columbia)"
"Dichanthelium spretum","Eaton's rosette grass","DC(District of Columbia)"
"Dichanthelium villosissimum","whitehair rosette grass","DC(District of Columbia)"
"Dichanthelium villosissimum var. villosissimum","whitehair rosette grass","DC(District of Columbia)"
"Digitaria","crabgrass","DC(District of Columbia)"
"Digitaria filiformis","slender crabgrass","DC(District of Columbia)"
"Digitaria ischaemum","smooth crabgrass","DC(District of Columbia)"
"Digitaria sanguinalis","hairy crabgrass","DC(District of Columbia)"
"Diodia","buttonweed","DC(District of Columbia)"
"Diodia teres","poorjoe","DC(District of Columbia)"
"Diodia teres var. teres","poorjoe","DC(District of Columbia)"
"Dioscorea","yam","DC(District of Columbia)"
"Dioscorea oppositifolia","Chinese yam","DC(District of Columbia)"
"Dioscorea quaternata","fourleaf yam","DC(District of Columbia)"
"Dioscorea villosa","wild yam","DC(District of Columbia)"
"Diospyros","diospyros","DC(District of Columbia)"
"Diospyros virginiana","common persimmon","DC(District of Columbia)"
"Diplazium","twinsorus fern","DC(District of Columbia)"
"Diplazium pycnocarpon","glade fern","DC(District of Columbia)"
"Diplotaxis","wallrocket","DC(District of Columbia)"
"Diplotaxis muralis","annual wallrocket","DC(District of Columbia)"
"Dipsacus","teasel","DC(District of Columbia)"
"Dipsacus fullonum","Fuller's teasel","DC(District of Columbia)"
"Dirca","leatherwood","DC(District of Columbia)"
"Dirca palustris","eastern leatherwood","DC(District of Columbia)"
"Dodecatheon","shootingstar","DC(District of Columbia)"
"Dodecatheon meadia","pride of Ohio","DC(District of Columbia)"
"Dodecatheon meadia ssp. meadia","pride of Ohio","DC(District of Columbia)"
"Doellingeria","whitetop","DC(District of Columbia)"
"Doellingeria infirma","cornel-leaf whitetop","DC(District of Columbia)"
"Doellingeria umbellata","parasol whitetop","DC(District of Columbia)"
"Doellingeria umbellata var. umbellata","parasol whitetop","DC(District of Columbia)"
"Draba","draba","DC(District of Columbia)"
"Draba verna","spring draba","DC(District of Columbia)"
"Dracocephalum","dragonhead","DC(District of Columbia)"
"Dracocephalum parviflorum","American dragonhead","DC(District of Columbia)"
"Drosera","sundew","DC(District of Columbia)"
"Drosera rotundifolia","roundleaf sundew","DC(District of Columbia)"
"Drosera rotundifolia var. rotundifolia","roundleaf sundew","DC(District of Columbia)"
"Dryopteris","woodfern","DC(District of Columbia)"
"Dryopteris ×neowherryi","woodfern","DC(District of Columbia)"
"Dryopteris carthusiana","spinulose woodfern","DC(District of Columbia)"
"Dryopteris celsa","log fern","DC(District of Columbia)"
"Dryopteris clintoniana","Clinton's woodfern","DC(District of Columbia)"
"Dryopteris cristata","crested woodfern","DC(District of Columbia)"
"Dryopteris goldieana","Goldie's woodfern","DC(District of Columbia)"
"Dryopteris intermedia","intermediate woodfern","DC(District of Columbia)"
"Dryopteris marginalis","marginal woodfern","DC(District of Columbia)"
"Duchesnea","duchesnea","DC(District of Columbia)"
"Duchesnea indica","Indian strawberry","DC(District of Columbia)"
"Dulichium","dulichium","DC(District of Columbia)"
"Dulichium arundinaceum","three-way sedge","DC(District of Columbia)"
"Dulichium arundinaceum var. arundinaceum","three-way sedge","DC(District of Columbia)"
"Dysphania","dysphania","DC(District of Columbia)"
"Dysphania ambrosioides","Mexican tea","DC(District of Columbia)"
"Dysphania botrys","Jerusalem oak goosefoot","DC(District of Columbia)"
"Dysphania pumilio","clammy goosefoot","DC(District of Columbia)"
"Echinacea","purple coneflower","DC(District of Columbia)"
"Echinacea angustifolia","blacksamson echinacea","DC(District of Columbia)"
"Echinacea angustifolia var. angustifolia","blacksamson echinacea","DC(District of Columbia)"
"Echinochloa","cockspur grass","DC(District of Columbia)"
"Echinochloa crus-galli","barnyardgrass","DC(District of Columbia)"
"Echinochloa frumentacea","billion-dollar grass","DC(District of Columbia)"
"Echinochloa muricata","rough barnyardgrass","DC(District of Columbia)"
"Echinochloa muricata var. microstachya","rough barnyardgrass","DC(District of Columbia)"
"Echinochloa muricata var. muricata","rough barnyardgrass","DC(District of Columbia)"
"Echinochloa walteri","coast cockspur grass","DC(District of Columbia)"
"Echinocystis","echinocystis","DC(District of Columbia)"
"Echinocystis lobata","wild cucumber","DC(District of Columbia)"
"Echinodorus","burhead","DC(District of Columbia)"
"Echinodorus cordifolius","creeping burhead","DC(District of Columbia)"
"Echium","viper's bugloss","DC(District of Columbia)"
"Echium pustulatum","bluedevil","DC(District of Columbia)"
"Echium vulgare","common viper's bugloss","DC(District of Columbia)"
"Eclipta","eclipta","DC(District of Columbia)"
"Eclipta prostrata","false daisy","DC(District of Columbia)"
"Elaeagnus","oleaster","DC(District of Columbia)"
"Elaeagnus pungens","thorny olive","DC(District of Columbia)"
"Elaeagnus umbellata","autumn olive","DC(District of Columbia)"
"Elaeagnus umbellata var. parvifolia","autumn olive","DC(District of Columbia)"
"Eleocharis","spikerush","DC(District of Columbia)"
"Eleocharis acicularis","needle spikerush","DC(District of Columbia)"
"Eleocharis acicularis var. acicularis","needle spikerush","DC(District of Columbia)"
"Eleocharis compressa","flatstem spikerush","DC(District of Columbia)"
"Eleocharis compressa var. compressa","flatstem spikerush","DC(District of Columbia)"
"Eleocharis engelmannii","Engelmann's spikerush","DC(District of Columbia)"
"Eleocharis erythropoda","bald spikerush","DC(District of Columbia)"
"Eleocharis obtusa","blunt spikerush","DC(District of Columbia)"
"Eleocharis olivacea","bright green spikerush","DC(District of Columbia)"
"Eleocharis olivacea var. olivacea","bright green spikerush","DC(District of Columbia)"
"Eleocharis palustris","common spikerush","DC(District of Columbia)"
"Eleocharis palustris var. palustris","common spikerush","DC(District of Columbia)"
"Eleocharis quadrangulata","squarestem spikerush","DC(District of Columbia)"
"Eleocharis tenuis","slender spikerush","DC(District of Columbia)"
"Eleocharis tenuis var. tenuis","slender spikerush","DC(District of Columbia)"
"Eleocharis tuberculosa","cone-cup spikerush","DC(District of Columbia)"
"Elephantopus","elephantsfoot","DC(District of Columbia)"
"Elephantopus carolinianus","Carolina elephantsfoot","DC(District of Columbia)"
"Eleusine","goosegrass","DC(District of Columbia)"
"Eleusine indica","Indian goosegrass","DC(District of Columbia)"
"Ellisia","ellisia","DC(District of Columbia)"
"Ellisia nyctelea","Aunt Lucy","DC(District of Columbia)"
"Elodea","waterweed","DC(District of Columbia)"
"Elodea canadensis","Canadian waterweed","DC(District of Columbia)"
"Elodea nuttallii","western waterweed","DC(District of Columbia)"
"Elymus","wildrye","DC(District of Columbia)"
"Elymus canadensis","Canada wildrye","DC(District of Columbia)"
"Elymus elymoides","squirreltail","DC(District of Columbia)"
"Elymus elymoides ssp. elymoides","squirreltail","DC(District of Columbia)"
"Elymus glabriflorus","southeastern wildrye","DC(District of Columbia)"
"Elymus hystrix","eastern bottlebrush grass","DC(District of Columbia)"
"Elymus hystrix var. hystrix","eastern bottlebrush grass","DC(District of Columbia)"
"Elymus macgregorii","early wildrye","DC(District of Columbia)"
"Elymus repens","quackgrass","DC(District of Columbia)"
"Elymus riparius","riverbank wildrye","DC(District of Columbia)"
"Elymus villosus","hairy wildrye","DC(District of Columbia)"
"Elymus virginicus","Virginia wildrye","DC(District of Columbia)"
"Elymus virginicus var. virginicus","Virginia wildrye","DC(District of Columbia)"
"Epifagus","beechdrops","DC(District of Columbia)"
"Epifagus virginiana","beechdrops","DC(District of Columbia)"
"Epigaea","trailing arbutus","DC(District of Columbia)"
"Epigaea repens","trailing arbutus","DC(District of Columbia)"
"Epilobium","willowherb","DC(District of Columbia)"
"Epilobium ciliatum","fringed willowherb","DC(District of Columbia)"
"Epilobium ciliatum ssp. ciliatum","fringed willowherb","DC(District of Columbia)"
"Epilobium coloratum","purpleleaf willowherb","DC(District of Columbia)"
"Epipactis","helleborine","DC(District of Columbia)"
"Epipactis helleborine","broadleaf helleborine","DC(District of Columbia)"
"Equisetum","horsetail","DC(District of Columbia)"
"Equisetum arvense","field horsetail","DC(District of Columbia)"
"Equisetum fluviatile","water horsetail","DC(District of Columbia)"
"Equisetum hyemale","scouringrush horsetail","DC(District of Columbia)"
"Equisetum hyemale var. affine","scouringrush horsetail","DC(District of Columbia)"
"Eragrostis","lovegrass","DC(District of Columbia)"
"Eragrostis capillaris","lace grass","DC(District of Columbia)"
"Eragrostis cilianensis","stinkgrass","DC(District of Columbia)"
"Eragrostis frankii","sandbar lovegrass","DC(District of Columbia)"
"Eragrostis hypnoides","teal lovegrass","DC(District of Columbia)"
"Eragrostis minor","little lovegrass","DC(District of Columbia)"
"Eragrostis pectinacea","tufted lovegrass","DC(District of Columbia)"
"Eragrostis pectinacea var. pectinacea","tufted lovegrass","DC(District of Columbia)"
"Eragrostis pilosa","Indian lovegrass","DC(District of Columbia)"
"Eragrostis spectabilis","purple lovegrass","DC(District of Columbia)"
"Eranthis","eranthis","DC(District of Columbia)"
"Eranthis hyemalis","winter aconite","DC(District of Columbia)"
"Erechtites","burnweed","DC(District of Columbia)"
"Erechtites hieraciifolius","American burnweed","DC(District of Columbia)"
"Erechtites hieraciifolius var. hieraciifolius","American burnweed","DC(District of Columbia)"
"Erigenia","erigenia","DC(District of Columbia)"
"Erigenia bulbosa","harbinger of spring","DC(District of Columbia)"
"Erigeron","fleabane","DC(District of Columbia)"
"Erigeron annuus","eastern daisy fleabane","DC(District of Columbia)"
"Erigeron philadelphicus","Philadelphia fleabane","DC(District of Columbia)"
"Erigeron philadelphicus var. philadelphicus","Philadelphia fleabane","DC(District of Columbia)"
"Erigeron pulchellus","robin's plantain","DC(District of Columbia)"
"Erigeron pulchellus var. pulchellus","robin's plantain","DC(District of Columbia)"
"Erigeron strigosus","prairie fleabane","DC(District of Columbia)"
"Erigeron strigosus var. strigosus","prairie fleabane","DC(District of Columbia)"
"Erigeron vernus","early whitetop fleabane","DC(District of Columbia)"
"Eriocaulon","pipewort","DC(District of Columbia)"
"Eriocaulon aquaticum","sevenangle pipewort","DC(District of Columbia)"
"Eriocaulon compressum","flattened pipewort","DC(District of Columbia)"
"Eriocaulon decangulare","tenangle pipewort","DC(District of Columbia)"
"Eriocaulon decangulare var. decangulare","tenangle pipewort","DC(District of Columbia)"
"Eriocaulon parkeri","estuary pipewort","DC(District of Columbia)"
"Eriochloa","cupgrass","DC(District of Columbia)"
"Eriochloa contracta","prairie cupgrass","DC(District of Columbia)"
"Eriophorum","cottongrass","DC(District of Columbia)"
"Eriophorum virginicum","tawny cottongrass","DC(District of Columbia)"
"Erodium","stork's bill","DC(District of Columbia)"
"Erodium cicutarium","redstem stork's bill","DC(District of Columbia)"
"Erodium cicutarium ssp. cicutarium","redstem stork's bill","DC(District of Columbia)"
"Erucastrum","dogmustard","DC(District of Columbia)"
"Erucastrum gallicum","common dogmustard","DC(District of Columbia)"
"Eryngium","eryngo","DC(District of Columbia)"
"Eryngium aquaticum","rattlesnakemaster","DC(District of Columbia)"
"Eryngium aquaticum var. aquaticum","rattlesnakemaster","DC(District of Columbia)"
"Eryngium planum","plains eryngo","DC(District of Columbia)"
"Erysimum","wallflower","DC(District of Columbia)"
"Erysimum cheiranthoides","wormseed wallflower","DC(District of Columbia)"
"Erythronium","fawnlily","DC(District of Columbia)"
"Erythronium albidum","white fawnlily","DC(District of Columbia)"
"Erythronium americanum","dogtooth violet","DC(District of Columbia)"
"Erythronium americanum ssp. americanum","dogtooth violet","DC(District of Columbia)"
"Erythronium umbilicatum","dimpled troutlily","DC(District of Columbia)"
"Erythronium umbilicatum ssp. umbilicatum","dimpled troutlily","DC(District of Columbia)"
"Eubotrys","doghobble","DC(District of Columbia)"
"Eubotrys racemosus","swamp doghobble","DC(District of Columbia)"
"Euonymus","spindletree","DC(District of Columbia)"
"Euonymus alatus","burningbush","DC(District of Columbia)"
"Euonymus alatus var. alatus","burningbush","DC(District of Columbia)"
"Euonymus americanus","bursting-heart","DC(District of Columbia)"
"Euonymus atropurpureus","burningbush","DC(District of Columbia)"
"Euonymus atropurpureus var. atropurpureus","eastern wahoo","DC(District of Columbia)"
"Euonymus fortunei","winter creeper","DC(District of Columbia)"
"Euonymus fortunei var. radicans","winter creeper","DC(District of Columbia)"
"Eupatorium","thoroughwort","DC(District of Columbia)"
"Eupatorium album","white thoroughwort","DC(District of Columbia)"
"Eupatorium album var. album","white thoroughwort","DC(District of Columbia)"
"Eupatorium album var. subvenosum","white thoroughwort","DC(District of Columbia)"
"Eupatorium altissimum","tall thoroughwort","DC(District of Columbia)"
"Eupatorium godfreyanum","Godfrey's thoroughwort","DC(District of Columbia)"
"Eupatorium hyssopifolium","hyssopleaf thoroughwort","DC(District of Columbia)"
"Eupatorium hyssopifolium var. calcaratum","hyssopleaf thoroughwort","DC(District of Columbia)"
"Eupatorium hyssopifolium var. hyssopifolium","hyssopleaf thoroughwort","DC(District of Columbia)"
"Eupatorium hyssopifolium var. laciniatum","hyssopleaf thoroughwort","DC(District of Columbia)"
"Eupatorium perfoliatum","common boneset","DC(District of Columbia)"
"Eupatorium perfoliatum var. perfoliatum","common boneset","DC(District of Columbia)"
"Eupatorium pilosum","rough boneset","DC(District of Columbia)"
"Eupatorium rotundifolium","roundleaf thoroughwort","DC(District of Columbia)"
"Eupatorium rotundifolium var. ovatum","roundleaf thoroughwort","DC(District of Columbia)"
"Eupatorium rotundifolium var. rotundifolium","roundleaf thoroughwort","DC(District of Columbia)"
"Eupatorium serotinum","lateflowering thoroughwort","DC(District of Columbia)"
"Eupatorium sessilifolium","upland boneset","DC(District of Columbia)"
"Eupatorium sessilifolium var. sessilifolium","upland boneset","DC(District of Columbia)"
"Eupatorium sessilifolium var. vaseyi","upland boneset","DC(District of Columbia)"
"Euphorbia","spurge","DC(District of Columbia)"
"Euphorbia commutata","tinted woodland spurge","DC(District of Columbia)"
"Euphorbia corollata","flowering spurge","DC(District of Columbia)"
"Euphorbia cyparissias","cypress spurge","DC(District of Columbia)"
"Euphorbia helioscopia","madwoman's milk","DC(District of Columbia)"
"Euphorbia ipecacuanhae","American ipecac","DC(District of Columbia)"
"Euphorbia marginata","snow on the mountain","DC(District of Columbia)"
"Euphorbia mercurialina","mercury spurge","DC(District of Columbia)"
"Euphorbia pubentissima","false flowering spurge","DC(District of Columbia)"
"Euphorbia spathulata","warty spurge","DC(District of Columbia)"
"Eurybia","aster","DC(District of Columbia)"
"Eurybia divaricata","white wood aster","DC(District of Columbia)"
"Eurybia schreberi","Schreber's aster","DC(District of Columbia)"
"Euthamia","goldentop","DC(District of Columbia)"
"Euthamia graminifolia","flat-top goldentop","DC(District of Columbia)"
"Euthamia graminifolia var. graminifolia","flat-top goldentop","DC(District of Columbia)"
"Eutrochium","joe pye weed","DC(District of Columbia)"
"Eutrochium dubium","coastal plain joe pye weed","DC(District of Columbia)"
"Eutrochium fistulosum","trumpetweed","DC(District of Columbia)"
"Eutrochium purpureum","sweetscented joe pye weed","DC(District of Columbia)"
"Eutrochium purpureum var. purpureum","sweetscented joe pye weed","DC(District of Columbia)"
"Fagopyrum","buckwheat","DC(District of Columbia)"
"Fagopyrum esculentum","buckwheat","DC(District of Columbia)"
"Fagus","beech","DC(District of Columbia)"
"Fagus grandifolia","American beech","DC(District of Columbia)"
"Festuca","fescue","DC(District of Columbia)"
"Festuca brevipila","hard fescue","DC(District of Columbia)"
"Festuca filiformis","fineleaf sheep fescue","DC(District of Columbia)"
"Festuca rubra","red fescue","DC(District of Columbia)"
"Festuca rubra ssp. rubra","red fescue","DC(District of Columbia)"
"Festuca subverticillata","nodding fescue","DC(District of Columbia)"
"Ficus","fig","DC(District of Columbia)"
"Ficus carica","edible fig","DC(District of Columbia)"
"Filago","cottonrose","DC(District of Columbia)"
"Filago vulgaris","common cottonrose","DC(District of Columbia)"
"Fimbristylis","fimbry","DC(District of Columbia)"
"Fimbristylis autumnalis","slender fimbry","DC(District of Columbia)"
"Fragaria","strawberry","DC(District of Columbia)"
"Fragaria virginiana","Virginia strawberry","DC(District of Columbia)"
"Fragaria virginiana ssp. virginiana","Virginia strawberry","DC(District of Columbia)"
"Fraxinus","ash","DC(District of Columbia)"
"Fraxinus americana","white ash","DC(District of Columbia)"
"Fraxinus nigra","black ash","DC(District of Columbia)"
"Fraxinus pennsylvanica","green ash","DC(District of Columbia)"
"Fraxinus profunda","pumpkin ash","DC(District of Columbia)"
"Fuirena","umbrella-sedge","DC(District of Columbia)"
"Fuirena squarrosa","hairy umbrella-sedge","DC(District of Columbia)"
"Fumaria","fumitory","DC(District of Columbia)"
"Fumaria officinalis","drug fumitory","DC(District of Columbia)"
"Fumaria officinalis ssp. officinalis","drug fumitory","DC(District of Columbia)"
"Galactia","milkpea","DC(District of Columbia)"
"Galactia regularis","eastern milkpea","DC(District of Columbia)"
"Galactia volubilis","downy milkpea","DC(District of Columbia)"
"Galanthus","snowdrop","DC(District of Columbia)"
"Galanthus nivalis","snowdrop","DC(District of Columbia)"
"Galearis","galearis","DC(District of Columbia)"
"Galearis spectabilis","showy orchid","DC(District of Columbia)"
"Galinsoga","gallant soldier","DC(District of Columbia)"
"Galinsoga parviflora","gallant soldier","DC(District of Columbia)"
