"","","",""
"Chamaecrista nictitans ssp. nictitans","sensitive partridge pea","NH(Cheshire)",""
"Chamaecrista nictitans ssp. nictitans var. nictitans","sensitive partridge pea","NH(Cheshire)",""
"Chamaecyparis","cedar","NH(Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Chamaecyparis thyoides","Atlantic white cedar","NH(Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Chamaedaphne","leatherleaf","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chamaedaphne calyculata","leatherleaf","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chamaesyce","sandmat","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chamaesyce glyptosperma","ribseed sandmat","NH(Coos)",""
"Chamaesyce maculata","spotted sandmat","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chamaesyce polygonifolia","seaside sandmat","NH(Rockingham)",""
"Chamaesyce vermiculata","wormseed sandmat","NH(Belknap, Cheshire, Coos, Grafton, Strafford)",""
"Chamerion","fireweed","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chamerion angustifolium","fireweed","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chamerion angustifolium ssp. circumvagum","fireweed","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chelidonium","celandine","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chelidonium majus","celandine","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chelidonium majus var. majus","celandine","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chelone","turtlehead","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chelone glabra","white turtlehead","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chenopodium","goosefoot","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chenopodium album","lambsquarters","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chenopodium album var. striatum","lateflowering goosefoot","NH(Hillsborough, Strafford)",""
"Chenopodium berlandieri","pitseed goosefoot","NH(Sullivan)",""
"Chenopodium berlandieri var. bushianum","Bush's goosefoot","NH(Sullivan)",""
"Chenopodium capitatum","blite goosefoot","NH(Belknap, Coos, Grafton, Rockingham, Sullivan)",""
"Chenopodium foggii","Fogg's goosefoot","NH(Carroll, Cheshire, Coos, Grafton)",""
"Chenopodium glaucum","oakleaf goosefoot","NH(Coos, Strafford)",""
"Chenopodium pratericola","desert goosefoot","NH(Coos, Strafford, Sullivan)",""
"Chenopodium rubrum","red goosefoot","NH(Belknap, Coos, Rockingham)",""
"Chenopodium simplex","mapleleaf goosefoot","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Chenopodium standleyanum","Standley's goosefoot","NH(Carroll, Rockingham)",""
"Chenopodium urbicum","city goosefoot","NH(Coos)",""
"Chimaphila","prince's pine","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chimaphila maculata","striped prince's pine","NH(Carroll, Cheshire, Grafton, Hillsborough, Rockingham, Strafford)",""
"Chimaphila umbellata","pipsissewa","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chimaphila umbellata ssp. cisatlantica","pipsissewa","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chrysosplenium","golden saxifrage","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Chrysosplenium americanum","American golden saxifrage","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cicer","cicer","NH(Coos)",""
"Cicer arietinum","chick pea","NH(Coos)",""
"Cichorium","chicory","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cichorium intybus","chicory","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cicuta","water hemlock","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cicuta bulbifera","bulblet-bearing water hemlock","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cicuta maculata","spotted water hemlock","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cicuta maculata var. maculata","spotted water hemlock","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cinna","woodreed","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cinna arundinacea","sweet woodreed","NH(Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Cinna latifolia","drooping woodreed","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Circaea","enchanter's nightshade","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Circaea ×intermedia","enchanter's nightshade","NH(Cheshire, Coos, Grafton, Rockingham)",""
"Circaea alpina","small enchanter's nightshade","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Circaea alpina ssp. alpina","small enchanter's nightshade","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Circaea lutetiana","broadleaf enchanter's nightshade","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Circaea lutetiana ssp. canadensis","broadleaf enchanter's nightshade","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cirsium","thistle","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cirsium arvense","Canada thistle","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cirsium discolor","field thistle","NH(Cheshire, Grafton, Strafford)",""
"Cirsium muticum","swamp thistle","NH(Carroll, Coos, Grafton, Hillsborough, Rockingham, Sullivan)",""
"Cirsium pumilum","pasture thistle","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cirsium vulgare","bull thistle","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford)",""
"Cladium","sawgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Cladium mariscoides","smooth sawgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Claytonia","springbeauty","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford)",""
"Claytonia caroliniana","Carolina springbeauty","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford)",""
"Claytonia caroliniana var. caroliniana","Carolina springbeauty","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford)",""
"Claytonia perfoliata","miner's lettuce","NH(Coos)",""
"Claytonia perfoliata ssp. perfoliata","miner's lettuce","NH(Coos)",""
"Clematis","leather flower","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Clematis occidentalis","western blue virginsbower","NH(Carroll, Coos, Grafton, Rockingham, Strafford)",""
"Clematis occidentalis var. occidentalis","western blue virginsbower","NH(Carroll, Coos, Grafton, Rockingham, Strafford)",""
"Clematis recta","ground virginsbower","NH(Grafton)",""
"Clematis terniflora","sweet autumn virginsbower","NH(Cheshire)",""
"Clematis virginiana","devil's darning needles","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Clethra","sweetpepperbush","NH(Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Clethra alnifolia","coastal sweetpepperbush","NH(Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Clinopodium","clinopodium","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Clinopodium vulgare","wild basil","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Clintonia","bluebead","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Clintonia borealis","bluebead","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Colchicum","colchicum","NH(Cheshire)",""
"Colchicum autumnale","autumn crocus","NH(Cheshire)",""
"Collinsonia","horsebalm","NH(Cheshire, Rockingham)",""
"Collinsonia canadensis","richweed","NH(Cheshire, Rockingham)",""
"Collomia","trumpet","NH(Coos)",""
"Collomia linearis","tiny trumpet","NH(Coos)",""
"Comandra","bastard toadflax","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Comandra umbellata","bastard toadflax","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Comandra umbellata ssp. umbellata","bastard toadflax","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Comarum","comarum","NH(Carroll, Coos, Hillsborough)",""
"Comarum palustre","purple marshlocks","NH(Carroll, Coos, Hillsborough)",""
"Commelina","dayflower","NH(Carroll, Cheshire, Merrimack, Strafford, Sullivan)",""
"Commelina communis","Asiatic dayflower","NH(Carroll, Cheshire, Merrimack, Strafford, Sullivan)",""
"Comptonia","sweet fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Comptonia peregrina","sweet fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Conioselinum","hemlockparsley","NH(Cheshire, Coos, Grafton, Merrimack, Sullivan)",""
"Conioselinum chinense","eastern hemlockparsley","NH(Cheshire, Coos, Grafton, Merrimack, Sullivan)",""
"Conium","poison hemlock","NH(Grafton, Hillsborough, Rockingham)",""
"Conium maculatum","poison hemlock","NH(Grafton, Hillsborough, Rockingham)",""
"Conopholis","cancer-root","NH(Carroll, Cheshire, Grafton, Hillsborough, Strafford)",""
"Conopholis americana","American cancer-root","NH(Carroll, Cheshire, Grafton, Hillsborough, Strafford)",""
"Conringia","hare's ear mustard","NH(Coos, Hillsborough, Strafford)",""
"Conringia orientalis","hare's ear mustard","NH(Coos, Hillsborough, Strafford)",""
"Convallaria","convallaria","NH(Belknap, Cheshire, Grafton, Merrimack, Rockingham, Strafford, Sullivan)",""
"Convallaria majalis","European lily of the valley","NH(Belknap, Cheshire, Grafton, Merrimack, Rockingham, Strafford, Sullivan)",""
"Convolvulus","bindweed","NH(Hillsborough, Rockingham)",""
"Convolvulus arvensis","field bindweed","NH(Hillsborough, Rockingham)",""
"Conyza","horseweed","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Conyza canadensis","Canadian horseweed","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Conyza canadensis var. canadensis","Canadian horseweed","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Coptis","goldthread","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Coptis trifolia","threeleaf goldthread","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Corallorhiza","coralroot","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Corallorhiza maculata","summer coralroot","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Corallorhiza trifida","yellow coralroot","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Coreopsis","tickseed","NH(Carroll, Strafford)",""
"Coreopsis lanceolata","lanceleaf tickseed","NH(Carroll, Strafford)",""
"Cornus","dogwood","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cornus alternifolia","alternateleaf dogwood","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cornus amomum","silky dogwood","NH(Belknap, Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cornus canadensis","bunchberry dogwood","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cornus florida","flowering dogwood","NH(Carroll, Cheshire, Coos, Hillsborough, Rockingham, Strafford)",""
"Cornus racemosa","gray dogwood","NH(Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Cornus rugosa","roundleaf dogwood","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cornus sericea","redosier dogwood","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cornus sericea ssp. sericea","redosier dogwood","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Coronopus","swinecress","NH(Belknap)",""
"Coronopus didymus","lesser swinecress","NH(Belknap)",""
"Corydalis","fumewort","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Corydalis sempervirens","rock harlequin","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Corylus","hazelnut","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Corylus americana","American hazelnut","NH(Belknap, Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Corylus cornuta","beaked hazelnut","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Corylus cornuta var. cornuta","beaked hazelnut","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cosmos","cosmos","NH(Coos)",""
"Cosmos bipinnatus","garden cosmos","NH(Coos)",""
"Crassula","pygmyweed","NH(Cheshire, Strafford)",""
"Crassula aquatica","water pygmyweed","NH(Cheshire, Strafford)",""
"Crataegus","hawthorn","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Crataegus brainerdii","Brainerd's hawthorn","NH(Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Crataegus chrysocarpa","fireberry hawthorn","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Crataegus chrysocarpa var. chrysocarpa","red haw","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Crataegus intricata","Copenhagen hawthorn","NH(Coos, Hillsborough)",""
"Crataegus mollis","downy hawthorn","NH(Coos, Strafford, Sullivan)",""
"Crataegus monogyna","oneseed hawthorn","NH(Strafford)",""
"Crataegus punctata","dotted hawthorn","NH(Carroll, Cheshire, Grafton)",""
"Crataegus succulenta","fleshy hawthorn","NH(Carroll, Coos, Grafton, Hillsborough, Rockingham, Strafford)",""
"Crepis","hawksbeard","NH(Carroll, Coos, Grafton, Hillsborough, Sullivan)",""
"Crepis capillaris","smooth hawksbeard","NH(Carroll, Coos, Grafton, Hillsborough, Sullivan)",""
"Crotalaria","rattlebox","NH(Hillsborough)",""
"Crotalaria sagittalis","arrowhead rattlebox","NH(Hillsborough)",""
"Cryptogramma","rockbrake","NH(Coos, Sullivan)",""
"Cryptogramma stelleri","fragile rockbrake","NH(Coos, Sullivan)",""
"Cryptotaenia","honewort","NH(Cheshire, Coos, Grafton, Strafford, Sullivan)",""
"Cryptotaenia canadensis","Canadian honewort","NH(Cheshire, Coos, Grafton, Strafford, Sullivan)",""
"Cucumis","melon","NH(Coos)",""
"Cucumis melo","cantaloupe","NH(Coos)",""
"Cucurbita","gourd","NH(Coos)",""
"Cucurbita pepo","field pumpkin","NH(Coos)",""
"Cucurbita pepo var. pepo","field pumpkin","NH(Coos)",""
"Cuscuta","dodder","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Cuscuta gronovii","scaldweed","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Cuscuta gronovii var. gronovii","scaldweed","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Cuscuta pentagona","fiveangled dodder","NH(Carroll)",""
"Cuscuta pentagona var. pentagona","fiveangled dodder","NH(Carroll)",""
"Cyclachaena","carelessweed","NH(Coos, Hillsborough, Merrimack)",""
"Cyclachaena xanthiifolia","Carelessweed","NH(Coos, Hillsborough, Merrimack)",""
"Cynanchum","swallow-wort","NH(Belknap, Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Cynanchum louiseae","Louise's swallow-wort","NH(Belknap, Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Cynoglossum","hound's tongue","NH(Coos, Grafton, Sullivan)",""
"Cynoglossum officinale","gypsyflower","NH(Sullivan)",""
"Cynoglossum virginianum","wild comfrey","NH(Coos, Grafton)",""
"Cynoglossum virginianum var. boreale","wild comfrey","NH(Coos, Grafton)",""
"Cynosurus","dogstail grass","NH(Coos, Hillsborough)",""
"Cynosurus cristatus","crested dogstail grass","NH(Coos, Hillsborough)",""
"Cyperus","flatsedge","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cyperus bipartitus","slender flatsedge","NH(Belknap, Cheshire, Coos, Grafton, Hillsborough, Strafford, Sullivan)",""
"Cyperus dentatus","toothed flatsedge","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Cyperus diandrus","umbrella flatsedge","NH(Belknap, Carroll, Strafford, Sullivan)",""
"Cyperus esculentus","yellow nutsedge","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cyperus esculentus var. leptostachyus","yellow nutsedge","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cyperus filicinus","fern flatsedge","NH(Rockingham, Strafford)",""
"Cyperus grayi","Gray's flatsedge","NH(Rockingham)",""
"Cyperus houghtonii","Houghton's flatsedge","NH(Cheshire, Grafton, Hillsborough)",""
"Cyperus lupulinus","Great Plains flatsedge","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cyperus lupulinus ssp. lupulinus","Great Plains flatsedge","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cyperus squarrosus","bearded flatsedge","NH(Cheshire, Grafton)",""
"Cyperus strigosus","strawcolored flatsedge","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cypripedium","lady's slipper","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cypripedium acaule","moccasin flower","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cypripedium arietinum","ram's head lady's slipper","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Strafford)",""
"Cypripedium parviflorum","lesser yellow lady's slipper","NH(Carroll, Cheshire, Coos, Grafton, Merrimack, Strafford)",""
"Cypripedium parviflorum var. pubescens","greater yellow lady's slipper","NH(Carroll, Cheshire, Coos, Grafton, Merrimack, Strafford)",""
"Cypripedium reginae","showy lady's slipper","NH(Grafton)",""
"Cystopteris","bladderfern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cystopteris bulbifera","bulblet bladderfern","NH(Cheshire, Coos, Grafton, Hillsborough, Sullivan)",""
"Cystopteris fragilis","brittle bladderfern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Cytisus","broom","NH(Rockingham)",""
"Cytisus scoparius","Scotch broom","NH(Rockingham)",""
"Cytisus scoparius var. scoparius","Scotch broom","NH(Rockingham)",""
"Dactylis","orchardgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Dactylis glomerata","orchardgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Dactylis glomerata ssp. glomerata","orchardgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Dactylorhiza","keyflower","NH(Carroll, Cheshire, Coos, Grafton, Sullivan)",""
"Dactylorhiza viridis","longbract frog orchid","NH(Carroll, Cheshire, Coos, Grafton, Sullivan)",""
"Dalibarda","dalibarda","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Dalibarda repens","robin runaway","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Danthonia","oatgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Danthonia compressa","flattened oatgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Danthonia spicata","poverty oatgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Daphne","daphne","NH(Coos)",""
"Daphne mezereum","paradise plant","NH(Coos)",""
"Dasiphora","shrubby cinquefoil","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Sullivan)",""
"Dasiphora fruticosa","shrubby cinquefoil","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Sullivan)",""
"Dasiphora fruticosa ssp. floribunda","shrubby cinquefoil","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Sullivan)",""
"Datura","jimsonweed","NH(Carroll, Hillsborough, Rockingham, Strafford)",""
"Datura stramonium","jimsonweed","NH(Carroll, Hillsborough, Rockingham, Strafford)",""
"Datura wrightii","sacred thorn-apple","NH(Strafford)",""
"Daucus","wild carrot","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Daucus carota","Queen Anne's lace","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Decodon","decodon","NH(Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Decodon verticillatus","swamp loosestrife","NH(Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Dennstaedtia","hayscented fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Dennstaedtia punctilobula","eastern hayscented fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Deparia","false spleenwort","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Deparia acrostichoides","silver false spleenwort","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Deschampsia","hairgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Deschampsia cespitosa","tufted hairgrass","NH(Coos, Grafton, Hillsborough, Sullivan)",""
"Deschampsia flexuosa","wavy hairgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Descurainia","tansymustard","NH(Carroll, Coos, Strafford)",""
"Descurainia pinnata","western tansymustard","NH(Coos)",""
"Descurainia pinnata ssp. brachycarpa","western tansymustard","NH(Coos)",""
"Descurainia sophia","herb sophia","NH(Carroll, Strafford)",""
"Desmodium","ticktrefoil","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Desmodium canadense","showy ticktrefoil","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Desmodium cuspidatum","largebract ticktrefoil","NH(Cheshire, Hillsborough, Rockingham)",""
"Desmodium cuspidatum var. cuspidatum","largebract ticktrefoil","NH(Cheshire, Hillsborough, Rockingham)",""
"Desmodium glutinosum","pointedleaf ticktrefoil","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Desmodium marilandicum","smooth small-leaf ticktrefoil","NH(Hillsborough)",""
"Desmodium nudiflorum","nakedflower ticktrefoil","NH(Belknap, Carroll, Cheshire, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
