"","","",""
"Malva alcea","vervain mallow","NH(Belknap, Cheshire, Grafton)",""
"Malva moschata","musk mallow","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford, Sullivan)",""
"Malva neglecta","common mallow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Malva sylvestris","high mallow","NH(Carroll)",""
"Malva verticillata","cluster mallow","NH(Coos)",""
"Matricaria","mayweed","NH(Belknap, Carroll, Coos, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Matricaria discoidea","disc mayweed","NH(Belknap, Carroll, Coos, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Matteuccia","ostrich fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Merrimack, Rockingham, Strafford, Sullivan)",""
"Matteuccia struthiopteris","ostrich fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Merrimack, Rockingham, Strafford, Sullivan)",""
"Medeola","Indian cucumber","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Medeola virginiana","Indian cucumber","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Medicago","alfalfa","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Medicago lupulina","black medick","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford)",""
"Medicago sativa","alfalfa","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Medicago sativa ssp. sativa","alfalfa","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Melampyrum","cowwheat","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Melampyrum lineare","narrowleaf cowwheat","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Melilotus","sweetclover","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Melilotus officinalis","sweetclover","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Mentha","mint","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Mentha ×gracilis","gingermint","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Strafford)",""
"Mentha ×piperita","peppermint","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham)",""
"Mentha ×villosa","mint","NH(Carroll, Strafford)",""
"Mentha arvensis","wild mint","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Mentha spicata","spearmint","NH(Belknap, Carroll, Cheshire, Hillsborough, Strafford)",""
"Menyanthes","buckbean","NH(Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Menyanthes trifoliata","buckbean","NH(Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Mertensia","bluebells","NH(Rockingham)",""
"Mertensia maritima","oysterleaf","NH(Rockingham)",""
"Mertensia maritima var. maritima","oysterleaf","NH(Rockingham)",""
"Mikania","hempvine","NH(Rockingham, Strafford)",""
"Mikania scandens","climbing hempvine","NH(Rockingham, Strafford)",""
"Milium","milletgrass","NH(Carroll, Cheshire, Coos, Grafton, Sullivan)",""
"Milium effusum","American milletgrass","NH(Carroll, Cheshire, Coos, Grafton, Sullivan)",""
"Milium effusum var. cisatlanticum","American milletgrass","NH(Carroll, Cheshire, Coos, Grafton, Sullivan)",""
"Mimulus","monkeyflower","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Mimulus moschatus","muskflower","NH(Sullivan)",""
"Mimulus moschatus var. moschatus","muskflower","NH(Sullivan)",""
"Mimulus ringens","Allegheny monkeyflower","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Mimulus ringens var. ringens","Allegheny monkeyflower","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Minuartia","stitchwort","NH(Carroll, Cheshire, Coos, Grafton)",""
"Minuartia glabra","Appalachian stitchwort","NH(Carroll, Cheshire, Coos, Grafton)",""
"Minuartia groenlandica","Greenland stitchwort","NH(Carroll, Cheshire, Coos, Grafton)",""
"Minuartia michauxii","Michaux's stitchwort","NH(Carroll, Coos, Grafton)",""
"Minuartia michauxii var. michauxii","Michaux's stitchwort","NH(Carroll, Coos, Grafton)",""
"Mirabilis","four o'clock","NH(Hillsborough, Merrimack, Strafford)",""
"Mirabilis nyctaginea","heartleaf four o'clock","NH(Hillsborough, Merrimack, Strafford)",""
"Mitchella","mitchella","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Mitchella repens","partridgeberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Mitella","miterwort","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Strafford, Sullivan)",""
"Mitella diphylla","twoleaf miterwort","NH(Cheshire, Coos, Grafton, Strafford, Sullivan)",""
"Mitella nuda","naked miterwort","NH(Belknap, Carroll, Coos, Grafton, Strafford)",""
"Moehringia","sandwort","NH(Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Moehringia lateriflora","bluntleaf sandwort","NH(Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Mollugo","carpetweed","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Mollugo verticillata","green carpetweed","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Monarda","beebalm","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Monarda didyma","scarlet beebalm","NH(Carroll, Coos, Grafton, Hillsborough)",""
"Monarda fistulosa","wild bergamot","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Monarda fistulosa ssp. fistulosa","wild bergamot","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Monarda media","purple bergamot","NH(Carroll, Grafton, Rockingham)",""
"Moneses","single delight","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Moneses uniflora","single delight","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Monotropa","Indianpipe","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Monotropa hypopitys","pinesap","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Monotropa uniflora","Indianpipe","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Morella","bayberry","NH(Belknap, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Morella pensylvanica","northern bayberry","NH(Belknap, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Morus","mulberry","NH(Merrimack, Rockingham, Strafford)",""
"Morus alba","white mulberry","NH(Merrimack, Rockingham, Strafford)",""
"Muhlenbergia","muhly","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Muhlenbergia glomerata","spiked muhly","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Muhlenbergia mexicana","Mexican muhly","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Muhlenbergia racemosa","marsh muhly","NH(Coos)",""
"Muhlenbergia schreberi","nimblewill","NH(Carroll, Cheshire, Grafton, Hillsborough, Strafford)",""
"Muhlenbergia sobolifera","rock muhly","NH(Belknap, Rockingham)",""
"Muhlenbergia sylvatica","woodland muhly","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Muhlenbergia tenuiflora","slimflower muhly","NH(Cheshire, Hillsborough, Rockingham)",""
"Muhlenbergia uniflora","bog muhly","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Muscari","grape hyacinth","NH(Carroll, Hillsborough)",""
"Muscari botryoides","common grape hyacinth","NH(Carroll, Hillsborough)",""
"Mycelis","mycelis","NH(Sullivan)",""
"Mycelis muralis","wall-lettuce","NH(Sullivan)",""
"Myosotis","forget-me-not","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Myosotis arvensis","field forget-me-not","NH(Carroll, Grafton)",""
"Myosotis laxa","bay forget-me-not","NH(Belknap, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Myosotis scorpioides","true forget-me-not","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Strafford, Sullivan)",""
"Myosotis stricta","strict forget-me-not","NH(Rockingham)",""
"Myosotis sylvatica","woodland forget-me-not","NH(Coos, Grafton, Hillsborough, Merrimack)",""
"Myosotis verna","spring forget-me-not","NH(Belknap, Cheshire, Grafton, Hillsborough, Rockingham, Strafford)",""
"Myosoton","myosoton","NH(Grafton)",""
"Myosoton aquaticum","giantchickweed","NH(Grafton)",""
"Myrica","sweetgale","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Myrica gale","sweetgale","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Myriophyllum","watermilfoil","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Myriophyllum alterniflorum","alternateflower watermilfoil","NH(Carroll, Coos)",""
"Myriophyllum farwellii","Farwell's watermilfoil","NH(Carroll, Coos, Sullivan)",""
"Myriophyllum heterophyllum","twoleaf watermilfoil","NH(Carroll)",""
"Myriophyllum humile","low watermilfoil","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Myriophyllum sibiricum","shortspike watermilfoil","NH(Strafford)",""
"Myriophyllum tenellum","slender watermilfoil","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Strafford, Sullivan)",""
"Myriophyllum verticillatum","whorl-leaf watermilfoil","NH(Carroll, Coos, Grafton, Strafford)",""
"Najas","waternymph","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Najas flexilis","nodding waternymph","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Najas gracillima","slender waternymph","NH(Belknap, Carroll, Hillsborough, Rockingham, Strafford)",""
"Narcissus","daffodil","NH(Strafford)",""
"Narcissus pseudonarcissus","daffodil","NH(Strafford)",""
"Nardus","matgrass","NH(Carroll, Grafton, Hillsborough, Merrimack)",""
"Nardus stricta","matgrass","NH(Carroll, Grafton, Hillsborough, Merrimack)",""
"Nasturtium","yellowcress","NH(Hillsborough, Rockingham, Strafford)",""
"Nasturtium officinale","watercress","NH(Hillsborough, Rockingham, Strafford)",""
"Nepeta","catnip","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Nepeta cataria","catnip","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Neslia","neslia","NH(Coos, Grafton, Rockingham, Strafford)",""
"Neslia paniculata","ballmustard","NH(Coos, Grafton, Rockingham, Strafford)",""
"Nicandra","nicandra","NH(Cheshire, Hillsborough, Merrimack, Rockingham)",""
"Nicandra physalodes","apple of Peru","NH(Cheshire, Hillsborough, Merrimack, Rockingham)",""
"Nicotiana","tobacco","NH(Belknap, Carroll)",""
"Nicotiana rustica","Aztec tobacco","NH(Belknap, Carroll)",""
"Nuphar","pond-lily","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Nuphar lutea","yellow pond-lily","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Nuphar lutea ssp. pumila","yellow pond-lily","NH(Carroll, Cheshire, Coos)",""
"Nuphar lutea ssp. variegata","varigated yellow pond-lily","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Nuttallanthus","toadflax","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Nuttallanthus canadensis","Canada toadflax","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Nymphaea","waterlily","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Nymphaea odorata","American white waterlily","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Nymphoides","floatingheart","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Nymphoides cordata","little floatingheart","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Nyssa","tupelo","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Nyssa sylvatica","blackgum","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Oclemena","aster","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oclemena ×blakei","aster","NH(Belknap, Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oclemena acuminata","whorled wood aster","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oclemena nemoralis","bog aster","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oenothera","evening primrose","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oenothera biennis","common evening primrose","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oenothera oakesiana","Oakes' evening primrose","NH(Carroll, Grafton)",""
"Oenothera parviflora","northern evening primrose","NH(Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Oenothera perennis","little evening primrose","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oenothera pilosella","meadow evening primrose","NH(Coos, Merrimack, Strafford)",""
"Oenothera pilosella ssp. pilosella","meadow evening primrose","NH(Coos, Merrimack, Strafford)",""
"Oenothera villosa","hairy evening primrose","NH(Hillsborough)",""
"Oenothera villosa ssp. villosa","hairy evening primrose","NH(Hillsborough)",""
"Oligoneuron","goldenrod","NH(Grafton)",""
"Oligoneuron album","prairie goldenrod","NH(Grafton)",""
"Omalotheca","arctic cudweed","NH(Coos, Grafton)",""
"Omalotheca supina","alpine arctic cudweed","NH(Grafton)",""
"Omalotheca sylvatica","woodland arctic cudweed","NH(Coos)",""
"Onoclea","sensitive fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Onoclea sensibilis","sensitive fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Ophioglossum","adderstongue","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Ophioglossum pusillum","northern adderstongue","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Ornithogalum","star of Bethlehem","NH(Cheshire)",""
"Ornithogalum umbellatum","star of Bethlehem","NH(Cheshire)",""
"Orobanche","broomrape","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Orobanche uniflora","oneflowered broomrape","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Orthilia","orthilia","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Orthilia secunda","sidebells wintergreen","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Oryzopsis","ricegrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oryzopsis asperifolia","roughleaf ricegrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Osmorhiza","sweetroot","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Osmorhiza berteroi","sweetcicely","NH(Coos)",""
"Osmorhiza claytonii","Clayton's sweetroot","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Osmorhiza longistylis","longstyle sweetroot","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough)",""
"Osmunda","osmunda","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Osmunda cinnamomea","cinnamon fern","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Osmunda cinnamomea var. cinnamomea","cinnamon fern","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Osmunda claytoniana","interrupted fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Osmunda regalis","royal fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Osmunda regalis var. spectabilis","royal fern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Ostrya","hophornbeam","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Ostrya virginiana","hophornbeam","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oxalis","woodsorrel","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oxalis corniculata","creeping woodsorrel","NH(Strafford)",""
"Oxalis montana","mountain woodsorrel","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford, Sullivan)",""
"Oxalis stricta","common yellow oxalis","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Oxyria","mountainsorrel","NH(Coos)",""
"Oxyria digyna","alpine mountainsorrel","NH(Coos)",""
"Packera","ragwort","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Packera aurea","golden ragwort","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Packera paupercula","balsam groundsel","NH(Cheshire, Grafton, Merrimack)",""
"Packera schweinitziana","Schweinitz's ragwort","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Merrimack, Rockingham, Strafford, Sullivan)",""
"Panax","ginseng","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Panax quinquefolius","American ginseng","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford)",""
"Panax trifolius","dwarf ginseng","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Panicum","panicgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Panicum capillare","witchgrass","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Panicum dichotomiflorum","fall panicgrass","NH(Carroll, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Panicum miliaceum","proso millet","NH(Coos, Hillsborough, Strafford)",""
"Panicum miliaceum ssp. miliaceum","broomcorn millet","NH(Coos, Hillsborough, Strafford)",""
"Panicum philadelphicum","Philadelphia panicgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Panicum rigidulum","redtop panicgrass","NH(Carroll, Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Panicum rigidulum var. pubescens","redtop panicgrass","NH(Carroll)",""
"Panicum rigidulum var. rigidulum","redtop panicgrass","NH(Carroll, Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Panicum virgatum","switchgrass","NH(Carroll, Cheshire, Coos, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Papaver","poppy","NH(Cheshire, Coos, Merrimack, Strafford)",""
"Papaver rhoeas","corn poppy","NH(Cheshire, Coos, Merrimack)",""
"Papaver somniferum","opium poppy","NH(Coos, Strafford)",""
"Parietaria","pellitory","NH(Rockingham)",""
"Parietaria floridana","Florida pellitory","NH(Rockingham)",""
"Parietaria pensylvanica","Pennsylvania pellitory","NH(Rockingham)",""
"Parnassia","grass of Parnassus","NH(Cheshire, Grafton, Strafford, Sullivan)",""
"Parnassia glauca","fen grass of Parnassus","NH(Cheshire, Grafton, Strafford, Sullivan)",""
"Paronychia","nailwort","NH(Carroll, Coos, Grafton, Hillsborough, Rockingham)",""
"Paronychia argyrocoma","silvery nailwort","NH(Carroll, Coos, Grafton)",""
"Paronychia canadensis","smooth forked nailwort","NH(Carroll, Grafton, Hillsborough, Rockingham)",""
"Parthenocissus","creeper","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Parthenocissus quinquefolia","Virginia creeper","NH(Belknap, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Parthenocissus vitacea","woodbine","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Pascopyrum","wheatgrass","NH(Coos)",""
"Pascopyrum smithii","western wheatgrass","NH(Coos)",""
"Paspalum","crowngrass","NH(Cheshire, Grafton, Hillsborough, Rockingham, Strafford)",""
"Paspalum setaceum","thin paspalum","NH(Cheshire, Grafton, Hillsborough, Rockingham, Strafford)",""
"Pastinaca","parsnip","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Pastinaca sativa","wild parsnip","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Patis","ricegrass","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Patis racemosa","blackseed ricegrass","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Pedicularis","lousewort","NH(Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Pedicularis canadensis","Canadian lousewort","NH(Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Pedicularis canadensis ssp. canadensis","Canadian lousewort","NH(Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Pellaea","cliffbrake","NH(Carroll)",""
"Pellaea atropurpurea","purple cliffbrake","NH(Carroll)",""
"Peltandra","arrow arum","NH(Belknap, Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Peltandra virginica","green arrow arum","NH(Belknap, Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Pennisetum","fountaingrass","NH(Belknap, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Pennisetum glaucum","pearl millet","NH(Belknap, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Penstemon","beardtongue","NH(Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Penstemon digitalis","foxglove beardtongue","NH(Carroll, Coos, Grafton, Hillsborough, Merrimack, Strafford)",""
"Penstemon pallidus","pale beardtongue","NH(Carroll, Coos, Grafton, Hillsborough, Rockingham, Strafford)",""
"Penstemon tubaeflorus","white wand beardtongue","NH(Hillsborough)",""
"Penstemon tubaeflorus var. tubaeflorus","white wand beardtongue","NH(Hillsborough)",""
"Penthorum","penthorum","NH(Cheshire, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Penthorum sedoides","ditch stonecrop","NH(Cheshire, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Petasites","butterbur","NH(Coos, Hillsborough, Merrimack)",""
"Petasites frigidus","arctic sweet coltsfoot","NH(Coos, Hillsborough, Merrimack)",""
"Petasites frigidus var. palmatus","arctic sweet coltsfoot","NH(Coos, Hillsborough, Merrimack)",""
"Petunia","petunia","NH(Coos)",""
"Petunia axillaris","large white petunia","NH(Coos)",""
"Phalaris","canarygrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Phalaris arundinacea","reed canarygrass","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Phalaris canariensis","annual canarygrass","NH(Belknap, Cheshire, Coos, Grafton, Hillsborough, Sullivan)",""
"Phaseolus","bean","NH(Coos)",""
"Phaseolus vulgaris","kidney bean","NH(Coos)",""
"Phedimus","","NH(Strafford)",""
"Phedimus aizoon","Orpin aizoon","NH(Strafford)",""
"Phegopteris","beechfern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Phegopteris connectilis","long beechfern","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
